key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:49:You can save up gold between fights! No need to spend every last coin...>,You can save up gold between fights! No need to spend every last coin...,"Du kannst Gold in die nächste Runde übernehmen, du musst nicht immer jede Münze ausgeben.",你可以把金币留到之后的回合，没必要一次花完……,"バトルの合間でゴールドは節約しても
いいんだよ！ 毎回使い切る必要は
ないのさ…",전투 사이에도 골드를 모아둘 수 있어요! 모든 골드를 전부 쓸 필요는 없답니다...,你可以把金幣留到之後的回合，沒必要一次花完……,Vous pouvez économiser de l'or entre les combats ! Pas besoin de dépenser jusqu'à la dernière pièce…,Золото можно приберечь до следующего боя! Не обязательно тратить все монеты сразу...,Você pode poupar ouro entre as lutas. Não precisa gastar cada moedinha...,¡Puedes ahorrar tu Oro entre batalla y batalla! No tienes que gastártelo todo cada vez...
BUY_RARE1,I promise it is worth the price!,Ich verspreche es ist sein Gold wert!,我保证物有所值！,"値段に見合う価値はある、
保証するよ！","분명, 제 값을 할 겁니다!",我保證物有所值！,Je vous promets que le prix en vaut la peine !,"Обещаю, это стоит того!",Prometo que vale o preço!,¡Te aseguro que vale lo que cuesta!
BUY_RARE2,Only the best of the best.,Nur das beste vom Besten.,顶尖好货。,最上級の一品だよ。,최고의 상품만을 취급합니다.,頂尖好貨。,Seulement la crème de la crème.,Только лучшее из лучшего.,Só o melhor do melhor.,Solo lo mejor de lo mejor.
,,,,,,,,,,
TUTORIAL_ROTATE_CONTROLLER,You can $h[rotate] an item you have grabbed with {button1} and {button2}.,"Du kannst einen Gegenstand $h[rotieren], wenn du ihn greifst und {button1} oder {button2} drückst.",你可以使用{button1}和{button2}来$h[旋转]物品。,"つかんだアイテムを$h[回転]させるには
{button1}か{button2}を使ってね。",{button1} 버튼이나 {button2} 버튼으로 잡고 있는 아이템을 $h[회전]시킬 수 있습니다.,你可以用{button1}和{button2}來$h[旋轉]物品。,Vous pouvez $h[faire pivoter] un objet que vous avez saisi avec {button1} et {button2}.,Вы можете $h[повернуть] выбранный предмет с помощью «{button1}» и «{button2}».,Você pode $h[girar] o item que está segurando com {button1} e {button2}.,Puedes $h[rotar] un objeto que hayas elegido con {button1} y {button2}.
<!MissingKey:54:You can always $h[pick up] your $h[bags] again!>,You can always $h[pick up] your $h[bags] again!,Du kannst deine Taschen immer $h[wieder aufnehmen].,你可以在任何时候$h[拿起]你的$h[背包]重新放置！,"自分の$h[カバン]の配置は、いつでも
好きに$h[組みかえ]できるよ！",$h[가방]은 언제든지 다시 $h[배치]할 수 있습니다!,你可以在任何時候$h[拿起]你的$h[背包]重新放置！,Vous pouvez toujours $h[récupérer] de nouveau vos $h[sacs] !,Вы можете $h[взять] ваши $h[сумки] в любое время!,Você pode $h[pegar] suas $h[bolsas] de volta a hora que quiser!,¡Siempre puedes $h[recuperar] tus $h[bolsas]!
WON3,Maybe you have heard me cheering!,Du hast mich bestimmt anfeuern gehört!,听到我的欢呼了吗？,ボクが応援してた声、聞こえたんじゃない？,제가 응원하는 소리 들리셨나요?,聽到我的歡呼了嗎？,Vous m'avez peut-être entendu applaudir !,Вы слышали мои восторженные аплодисменты?,Talvez você tenha me ouvido comemorar!,¡Seguro que me oías mandándote ánimos!
WON2,"I pressed my thumb for you, it still hurts.",Ich habe dir die Daumen gedrückt! Sie tun noch ein bisschen weh.,给你点赞点得手都麻了！,"手をギュッと組んでキミの勝利を
お祈りしてたよ。おかげでまだ
手が痛いや。",손에 땀을 쥐는 승부였네요! 아직도 엄지가 아파요.,幫你點讚點到手都軟了！,"J'ai croisé les doigts pour vous, ça fait encore mal.","Я так старательно хлопал, что отбил все ладошки.","Prendi o dedão por você, ainda está doendo.",¡Se me ha dormido el dedo de tanto levantarlo para darte el visto bueno!
WON1,You were impressive out there!,Du warst eindrucksvoll!,表现不错啊！,さっきのバトル、感動したよ！,방금 정말 멋진 전투였네요!,表現不錯啊！,C'était impressionnant de vous voir !,Это было невероятное зрелище!,Você foi excepcional!,¡Te has lucido!
HELLO_AGAIN1,I knew you would come back! I was not worried in the slightest.,"Ich wusste, dass du wiederkommst! Ich war kein bisschen besorgt.",我就知道你还会来的！我一点也不担心。,"また来てくれると思ってた！
心配なんかしてなかったよ、全然ね。",다시 돌아오실 줄 알았어요! 전혀 걱정하지 않았답니다.,我就知道你還會回來的！我一點也不擔心。,"Je savais que vous reviendriez ! Je ne me faisais aucun souci, non, non.","А вот и вы! Я и не сомневался, что вы вернетесь.",Eu sabia que você ia voltar! Não estava nem um pouco preocupado.,¡Sabía que volverías! No lo dudé ni por un segundo.
WON7,They had no chance.,Sie hatten keine Chance.,都不是你的对手！,相手は負けるしかなかったよね。,상대는 운이 나빴네요.,都不是你的對手！,L'adversaire n'avait aucune chance.,У противника не было и шанса.,Eles não tinham chance.,No tenía nada que hacer contra ti.
WON6,No one can stop you!,Niemand kann dich stoppen.,无人可挡啊！,キミは誰にも止められないさ！,정말 파죽지세네요!,無人可擋啊！,Personne ne peut vous arrêter !,Для вас не существует преград!,Ninguém pode te parar!,¡Eres imparable!
WON5,I knew you can do it.,Ich wusste du schaffst das.,我就知道你可以的！,"わかってたよ、
キミならやれるってね。",해내실 줄 알았어요.,我就知道你可以的！,Je savais que vous pouviez le faire.,"Я знал, что вы справитесь.",Eu sabia que você era capaz!,Sabía que podrías hacerlo.
CRAFTING1,The items are ready to $h[fuse]! Wait until next round for them to combine.,Die Gegenstände sind dabei zu $h[verschmelzen]! In der nächsten Runde ist es so weit.,等到下回合物品可以进行$h[融合]了！,"アイテム$h[合成]の準備ができたよ！
1ラウンドバトルすると
合成されるからね。",아이템이 $h[융합] 준비를 마쳤네요! 다음 라운드까지 기다리시면 조합된답니다.,等到下回合，物品就可以進行$h[融合]了！,Les objets sont prêts à $h[fusionner] ! Attendez le prochain tour pour les combiner.,Эти предметы можно $h[объединить]! Они объединятся в следующем раунде.,Os itens estão prontos para a $h[fusão]! Espere a próxima rodada para eles se combinarem.,¡Ya puedes $h[fusionar] los objetos! Tendrás que esperar a la siguiente ronda a que se combinen.
WON4,I always believed in you.,Ich habe immer an dich geglaubt.,我从来都没有质疑过你的能力！,ボクはいつもお客さんを信じてるよ。,믿고 있었답니다.,我從來都沒有質疑過你的能力！,J'ai toujours cru en vous.,Я ни на секунду в вас не сомневался.,Nunca duvidei de você!,Siempre he creído en ti.
TUTORIAL_ROTATE,"You can $h[rotate] an item you have grabbed with $h[right click], $h[mouse wheel] or $h[R].","Du kannst einen Gegenstand $h[rotieren], wenn du ihn greifst und $h[rechtsklickst], mit dem $h[Mausrad] oder $h[R].",拿起物品后，可通过$h[鼠标左键]、$h[鼠标滚轮]、$h[R键]来$h[旋转]物品。,"つかんだアイテムを$h[回転]させるには
$h[右クリック]か$h[マウスホイールの回転]、
それか$h[Rキー]を使ってね。","$h[우클릭]이나 $h[마우스 휠], $h[R] 버튼으로 잡고 있는 아이템을 $h[회전]시킬 수 있습니다.",拿起物品後，可透過$h[滑鼠左鍵]、$h[滑鼠滾輪]、$h[R鍵]來$h[旋轉]物品。,"Vous pouvez $h[faire pivoter] un objet que vous avez saisi avec un $h[clic droit], la $h[molette de la souris] ou la touche $h[R].","Вы можете $h[повернуть] выбранный предмет с помощью $h[правой кнопки мыши], $h[колесика мыши] или клавиши «$h[R]».","Você pode $h[girar] o item que está segurando com o $h[botão direito do mouse], a $h[roda do mouse] ou $h[R].","Puedes $h[rotar] un objeto que hayas elegido con el $h[clic derecho], la $h[rueda del ratón] o $h[R]."
WON9,"If I were them, I would want to be you right now!","Wenn ich die wäre, wäre ich lieber du!",看到他们被你打败后狼狈的样子了吗？,"ボクが対戦相手だったら、キミに
なりたいって思うところだよ！","제가 상대였다면, 당신이 되고 싶었을 겁니다!",看到他們被你打敗後狼狽的樣子了嗎？,"Si j'étais à sa place, je voudrais être à la vôtre en ce moment !","На месте противника, я бы хотел оказаться сейчас на вашем месте!","Se eu fosse eles, iria querer ser você agora mesmo!",Seguro que tu rival desearía poder tener tu poder.
WON8,You officially spanked their booties!,Denen hast du offiziell den Hintern versohlt!,大获全胜啊！,"相手を真っ向からブッ飛ばして
やれたね！",확실하게 걷어차주셨네요!,大獲全勝啊！,Vous lui avez officiellement flanqué une bonne raclée !,"Теперь противник знает, где раки зимуют!",Você acabou com a raça deles!,¡Se ha quedado para el arrastre!
LOST7,No way! They must have cheated or something!,Da wurde doch geschummelt!,不可能！对方是不是作弊了？,"ひどいや！
相手はズルしてたんだよ、絶対！",세상에! 방금 건 사기 아니었나요?,不可能！對方是不是作弊了？,Impossible ! Il doit y avoir eu tricherie ou quelque chose comme ça !,Невозможно! Наверняка противник играл нечестно!,Mentira! Só podem ter roubado!,"¡Bah, seguro que ha hecho trampas!"
LOST6,So close.,Fast.,太可惜了，就差那么一点点。,惜しかったね。,아까웠네요.,太可惜了，就差那麼一點點。,Ce n'était pas loin.,Почти!,Por pouco.,Por poco.
LOST5,That could have gone either way.,Das hätte auch anders ausgehen können.,有赢有输嘛。,どっちが勝ってもおかしくないバトルだったからね、仕方ないよ。,누가 이기든 이상하지 않았어요.,有輸有贏嘛。,Ça aurait très bien pu tourner dans un sens ou dans l'autre.,"Никто не знал, что так сложится.",Estava pau a pau.,Ha estado muy reñida la cosa.
LOST4,Maybe you just need that little bit of extra Oompf?,Vielleicht fehlt das letzte bisschen... BAMS?,只差一点就能赢了啊！,"もしかしたら、ちょっと元気が
出るモノを詰めるといいかも？","혹시, 기운이 샘솟는 무언가가 필요하신가요?",只差一點就能贏了啊！,Peut-être avez-vous besoin d'un petit coup de pouce ?,Ваша победа — лишь вопрос времени!,Talvez você só precise de um toquezinho especial?,Igual necesitas un empujoncito adicional...
LOST3,"You are still my favorite customer, don't worry.","Du bist immer noch mein liebster Kunde, keine Sorge!",没事，你还是我最喜欢的顾客！,"大丈夫だよ、キミはまだボクの
お気に入りのお客さんさ。","걱정마세요, 여전히 저에겐 최고의 손님이시니까요.",沒事，你還是我最喜歡的顧客！,"De toute ma clientèle c'est toujours vous que je préfère, ne vous inquiétez pas.","Не волнуйтесь, вы все еще мой любимый покупатель.","Você continua sendo minha cliente favorita, fique tranquila.","Sigues siendo mi mejor cliente, tranqui."
START3,Give them a big Whop from me!,Verteil ein paar Schellen für mich!,把他们揍得屁滚尿流吧！,ウチで買ったアイテムでコテンパンにしてやって！,제대로 한 방 날려주죠!,把他們痛宰一頓吧！,Donnez-lui une bonne leçon de ma part !,Передайте противнику добротный удар от меня!,Desça a lenha neles por mim!,¡Que no le quede ni un diente!
LOST2,"I bet that hurt, ease the pain by shopping!",Das hat bestimmt wehgetan. Lindere den Schmerz durch Konsum!,不要伤心，快来报复性消费舒缓一下心情！,"痛かったよね。買い物して痛みを
癒してってよ！","저런, 쇼핑으로 마음을 달래보시죠!",不要傷心，快來報復性消費舒緩一下心情！,"Ouh, ça doit faire mal ! Soulagez donc votre douleur en allant faire un tour dans la boutique !",Горечь победы можно облегчить покупками!,Aposto que aquilo doeu. Alivie a dor com umas comprinhas!,Ha tenido que doler... Nada que no se cure con unas compras.
START2,For friendship and money!,Für Freundschaft und Gold!,我们的友谊取决于你到我的商店花了多少金币。,"友情のために！
あと、お金のために！",우정과 돈을 위하여!,我們的友誼取決於你在我的商店花了多少金幣。,Pour l'amitié et l'argent !,Во имя дружбы и звона монет!,Pela amizade e o dinheiro!,¡Por la amistad... y el dinero!
LOST1,You will get 'em next time!,Beim nächsten mal kriegst du sie.,没关系，下次再来！,次はきっと勝てるよ！,다음엔 승리하실 수 있을 거에요!,沒關係，下次再來！,Vous l'aurez la prochaine fois !,В следующий раз обязательно получится!,Na próxima você consegue!,¡La próxima vez ganas seguro!
START1,By the power of Capitalism!,Bei der Macht des Kapitalismus!,买点东西经济才能发展！,資本主義の力を使っちゃえ！,자본주의의 힘으로!,買點東西經濟才能發展！,Par le pouvoir du capitalisme !,Во славу капитализма!,Pelos poderes do capitalismo!,¡Por el poder del capitalismo!
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
START4,They will fear your shiny stuff!,Sie sollten all deine Sachen fürchten!,看看你的装备，对手肯定吓哭了。 ,"ピカピカ光るキミのアイテム、
きっと相手は怖がるよ！",당신의 빛나는 아이템을 두려워하겠네요!,看看你的裝備，對手肯定嚇哭了。,Ils trembleront devant vos objets brillants !,"Противник сам сдастся, увидев ваш инвентарь!",Vão tremer diante das suas coisas brilhantes!,¡Temblará al ver todo lo que llevas!
LOST9,I think I have something that can help you.,"Ich denke, ich habe hier etwas, das dir helfen könnte.",来看看我这里有什么东西可以帮你。,キミの役に立つモノを仕入れられたと思うな。,제가 도와드릴 수 있을 것 같네요.,來看看我這裡有什麼東西可以幫到你。,Je crois que j'ai quelque chose qui pourrait vous aider.,"Думаю, у меня найдется то, что может вам помочь.",Acho que tenho algo que pode te ajudar.,Seguro que tengo algo que te ayude.
LOST8,Failure is just an opportunity to buy more stuff.,"Ein Fehlschlag ist nur eine Möglichkeit, mehr zu kaufen!",输了？没关系，来买点东西吧！,"負けたって、買い物するチャンスが
増えるだけだよ。",실패는 더 많은 걸 살 수 있는 기회이기도 합니다.,輸了嗎？沒關係，來買點東西吧！,"Un échec, ce n'est que l'occasion d'acheter encore plus de choses.",Неудача — это еще одна возможность купить больше вещей.,O fracasso é apenas uma oportunidade para comprar mais coisas.,El fracaso es la puerta para comprar más cosas.
TIP8,The storage space is all yours.,Die Lagerkiste steht dir zu freien Verfügung,储存箱随意使用。,保管ボックスは自由に使ってね。,창고는 자유롭게 이용해주세요.,儲存箱歡迎隨意使用。,L'espace de réserve est à votre disposition.,Ящик полностью в вашем распоряжении.,O espaço do depósito é todo seu.,El almacenamiento es todo tuyo.
TIP9,You can change your name on the bottom left.,Du kannst mir deinen Namen sagen durch das Feld unten Links.,你可以在左下角改名。,自分の名前は左下から変更できるよ。,왼쪽 하단에서 이름을 변경할 수 있습니다.,你可以在左下角改名。,Vous pouvez changer votre nom en bas à gauche.,Вы можете изменить свое имя в левом нижнем углу.,Você pode mudar seu nome no canto inferior esquerdo.,Puedes cambiarte el nombre abajo a la izquierda.
TIP6,With each round I can offer more powerful items.,Mit jeder Runde habe ich stärkere Gegenstände im Angebot.,越到后面回合，我卖的物品就越强力。,"キミがラウンドを重ねれば、
ボクも強力なアイテムを
店に出せるようになるんだ。",라운드 진행에 따라 점점 더 강력한 아이템을 제공해드립니다.,越到後面的回合，我賣的物品就越強效。,"À chaque tour, je vous proposerai des objets plus puissants.",С каждым раундом я буду предлагать более мощные предметы.,A cada rodada eu posso oferecer itens mais potentes.,"Con cada ronda que pase, te iré ofreciendo objetos más poderosos."
TIP7,You can save your money for the next round. I'm okay as long as you spend it eventually.,Du kannst Gold für die nächste Runde aufbewahren. Ich bin zufrieden solange du es irgendwann ausgibst.,你可以把钱省到下一回合再花，只要你最后把钱花在我这里就行。,"次のラウンドまでお金を節約するのもアリだよ。最終的にお金を払って
くれるなら、ボクは気にしないから。",다음 라운드를 위해 돈을 아껴두셔도 됩니다. 저는 결과적으로 돈을 쓰시기만 하면 상관없으니깐요.,你可以把錢省到下一回合再花，只要你最後把錢花在我這裡就行。,"Vous pouvez économiser votre argent pour le prochain tour. Ça ne me dérange pas, tant que vous finissez par le dépenser.","Вы можете приберечь монеты для следующего раунда. Я не против, ведь так или иначе вы все равно потратите их в моем магазине.","Pode poupar dinheiro para a próxima rodada, só não deixe de gastá-lo alguma hora.",Puedes ahorrar el dinero para la siguiente ronda. Con que te lo gastes en algún momento...
TIP4,"Items go on sale when I feel like it, buy them while they are hot!","Gegenstände sind im Angebot wenn mir danach ist, greif zu!",我有时会给物品打折，欲购从速！,"アイテムのセールは気が向いた時に
やってるよ。お買い得なうちに
買っちゃってね！","제 기분이 좋으면, 아이템을 할인합니다. 할인을 놓치지 마세요!",我有時會提供物品折扣，欲購從速！,"Des objets sont en promotion quand j'en ai envie, achetez-les avant qu'il ne soit trop tard !","Наличие скидок зависит от моего настроения. Успевайте купить, пока есть возможность!","Quando me dá na telha, faço algumas promoções. Aproveite enquanto pode!","Los objetos se ponen en oferta cuando a mí me da la gana, ¡aprovecha para ahorrarte unos dineritos!"
TIP5,"You can always sell items back to me, I will make you a good price.",Du kannst sie mir dann immer noch zu einem guten Preis zurückverkaufen.,你可以随时把物品卖给我，我会给你个好价钱的。,"売りたいアイテムがあればいつでも
買い取るよ。いいお値段でね。",아이템은 언제든지 저에게 다시 판매할 수 있습니다. 좋은 가격으로 쳐드릴게요.,你可以隨時把物品賣給我，我會給你個好價錢的。,"Vous pouvez toujours me revendre des objets, je vous ferai un bon prix.","Вы всегда можете продать предметы обратно мне, ценой я вас не обижу.","Você pode me vender itens de volta quando quiser, vou fazer um preço camarada.","Siempre me puedes vender los objetos de vuelta, te los pagaré bien."
SELL1,I hope it served you well.,"Ich hoffe, es war dir von Nutzen!",这玩意还好使吧？,そのお金、キミの役に立つといいな。,유용하게 쓰셨으면 좋겠네요.,這玩意還好用吧？,J'espère que ça vous a été utile.,Эта штука сработала?,Espero que você tenha feito bom proveito!,Espero que te haya sido de mucha ayuda.
TIP2,Sell items by dragging them into my friend Chestnut. It's the chest in front of me.,"Du kannst Gegenstände verkaufen, indem du sie auf Truhbert ziehst. Das ist die Truhe hier vor mir.",把物品拖进我的朋友小板栗就可以卖掉了。小板栗就是我面前的箱子。,"アイテムを売るには、ボクの友だちのチェストナットにドラッグして。
ボクの前にある宝箱がそうさ。",제 친구 밤톨이에게 아이템을 드래그해서 아이템을 판매하세요. 밤톨이는 제 앞에 있는 상자랍니다.,把物品拖曳至我的朋友小栗子就可以賣掉了。小栗子就是我面前的箱子。,Vendez des objets en les faisant glisser dans mon ami Châtaigne. C'est le coffre en face de moi.,"Продавайте предметы, перетаскивая их к моему напарнику. Вот к этому сундуку передо мной.","Para vender um item, arraste-o até o meu amigo Baulito. É o baú que está na minha frente.","Para vender objetos, arrástralos hasta mi amigo Cofremilio, el cofre que tengo justo delante."
TIP3,"Most weapons cost stamina to use, be careful how many you use at the same time, and maybe pack regeneration.","Die meisten Waffen kosten Ausdauer, sei vorsichtig damit, wie viele du mitnimmst und denk an Ausdauerregeneration.",大多数物品需要耐力才能使用，注意物品同一时间的耐力消耗，可以带一点有恢复效果的物品。,たいていの武器は使う時にスタミナを消費するから、詰める数には注意して。スタミナ回復アイテムも入れるといいかもね。,"대부분의 무기는 사용하기 위해 스태미나가 필요하니, 동시에 사용하는 무기 수를 조절하거나, 스태미나 회복 아이템을 사용하세요.",大多數物品需要耐力才能使用，注意物品同一時間的耐力消耗，可以帶一點有恢復效果的物品。,"Utiliser la plupart des armes vous coûtera de l'endurance, faites attention au nombre d'armes que vous utilisez en même temps, et éventuellement à la régénération des packs.",Большинство оружия затрачивает энергию. Не забывайте следить за энергией или прихватите предметы для ее восстановления.,"A maioria das armas gasta vigor, então preste atenção em quantas você usa ao mesmo tempo. Pode ser uma boa ideia ter regeneração.","La mayoría de armas gastan resistencia, así que no metas muchas a la vez en la mochila, o te fundirás la resistencia en un abrir y cerrar de ojos."
SELL3,I will make you a fair price!,Ich mach dir einen fairen Preis!,价格还合适吧！,フェアな値段で買い取るよ！,합리적인 가격으로 쳐드리겠습니다!,價格還不錯吧？,Je vous ferai un bon prix !,Цена более чем справедливая!,Vou fazer um preço justo para você!,¡Te haré un precio razonable!
TIP0,"Rotate items to fit them in your backpack, or to apply their effect however you want.","Rotiere Gegenstände, damit sie besser in deinen Rucksack passen, oder um ihre Effekte auszurichten.",通过旋转物品来整理背包，最大发挥物品的效果。,アイテムを回転させてバックパックに詰めれば、その効果が発揮されるよ。,"아이템을 회전시켜 배낭에 알맞게 배치하거나, 원하는 효과를 부여할 수 있습니다.",透過旋轉物品來整理背包，把物品的效果通通發揮出來。,Faites pivoter les objets pour les adapter à votre sac à dos ou pour appliquer leur effet comme vous le souhaitez.,"Поворачивайте предметы, чтобы поместить их в рюкзак или применить их эффект по своему усмотрению.",Gire os itens para encaixá-los na mochila ou para aplicar os efeitos deles do seu jeito.,"Rota los objetos para que quepan en tu mochila, o para aplicarles el efecto deseado."
SELL2,Chestnut loves it!,Truhbert schmeckt es!,小板栗很喜欢！,"これ、チェストナットは
大好きだってさ！",밤톨이가 좋아한답니다!,小栗子很喜歡！,Châtaigne adore ça !,Моему напарнику такое нравится!,O Baulito adora isso!,¡A Cofremilio le encanta!
TIP1,"If you are out of space, just buy more backpacks! Or sell something...","Wenn du keinen Platz mehr hast, kauf mehr Rucksäcke! Oder verkauf etwas...",你的背包空间不够了，去买更多的背包！卖一点东西腾出空间也行……,"スペースが足りなかったら、カバンを
買い足せばいいよ！ それか、なにか
売るかだね…","만약 공간이 부족하다면, 그냥 배낭을 더 사세요! 아니면 뭔가를 팔거나...",你的背包空間不夠了，去買更多的背包吧！或是賣一點東西騰出空間也行……,"Si vous manquez de place, achetez d'autres sacs à dos ! Ou vendez quelque chose…","Если вам не хватает места, купите больше рюкзаков! Ну или продайте что-нибудь...","Se você estiver sem espaço, é só comprar mais mochilas! Ou vender alguma coisa...","Si te quedas sin espacio, siempre puedes comprar más mochilas. O vender algo..."
SELL5,Let me handle that for you.,Ich nehm das mal entgegen.,交给我吧。,それ、ボクに引き取らせてよ。,제가 처리해 드리겠습니다.,交給我吧。,Laissez-moi m'en occuper pour vous.,Я все улажу.,Eu cuido disso para você.,Ya me encargo yo de eso.
SELL4,"Yeah, get rid of that stinky $item!","Genau, weg mit dem ollen $item!",呃，我来帮你处理$item！,"イヤなニオイがするそんな
$item、売っちゃいなよ！",냄새나는 $item 같은 건 팔아버리세요!,好，我來幫你處理掉$item！,"Oui, débarrassez-vous de ce(tte) $item !",$item... давно пора избавиться от этой вещицы!,"Isso, dê um fim nesse negócio chamado $item!","¿$item? Para ti, a mí no me gusta nada."
,,,,,,,,,,
SUBCLASS3,"Choose one, and choose carefully!","Such dir eins aus, aber überlege gut!",请谨慎选择！,ひとつ選んで。慎重にね！,"딱 하나, 신중하게 골라보세요!",請謹慎選擇！,"Choisissez, et choisissez bien !",Выбирайте с умом!,Pense bem e escolha uma!,"Elige una, ¡pero piénsatelo bien!"
