key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:110:Mute when unfocused>,Mute when unfocused,Stumm wenn nicht im Fokus,在闲置时静音,非フォーカス時は音声をミュート,비활성화 시 음소거,在閒置時靜音,Couper le son en cas d'absence,Отключение звука при бездействии,Silenciar em segundo plano,Silenciar al minimizar
<!MissingKey:111:1 Try Left>,1 Try Left,1 Versuch übrig,1次重试机会,トライ残数1,남은 생명: 1,還剩1次嘗試機會,1 essai restant,Осталась 1 попытка,Resta 1 tentativa,Queda 1 intento
<!MissingKey:112:Borderless>,Borderless,Randlos,无边框,ボーダーレス,테두리 없음,無邊框,Sans bordure,Оконный режим без рамки,Sem bordas,Sin bordes
<!MissingKey:113:Borderless Maximized>,Borderless Maximized,Randlos maximiert,无边框最大化,最大化ボーダーレス,테두리 없는 최대화,無邊框最大化,Sans bordure max,Без рамки во весь экран,Maximizado sem bordas,Sin bordes maximizado
<!MissingKey:114:Strongest>,Strongest,Stärkste,适者生存,最強,강한 순,適者生存,Les plus forts,Сильнейшие,Mais Forte,Con el más duro
<!MissingKey:115:Crit chance>,Crit chance,Kritische Trefferchance,暴击几率,クリティカル率,치명타 확률,暴擊機率,Chance de coup critique,Шанс критического урона,Chance de crítico,Prob. de crítico
<!MissingKey:116:Reserve shop item>,Reserve shop item,Reservieren,保留商店物品,商品の予約,상점 아이템 예약,保留商店物品,Réserver un objet de la boutique,Зарезервировать предмет,Reservar item da loja,Reservar objeto
<!MissingKey:117:Survive {rounds} rounds>,Survive {rounds} rounds,Überlebe {rounds} Runden,生存{rounds}回合,残り{rounds}ラウンド,남은 라운드: {rounds},生存{rounds}回合,Survivre {rounds} tours,Всего раундов выживания - {rounds},Sobreviva {rounds} rodadas,Sobrevive {rounds} rondas
<!MissingKey:118:Default Battle Speed>,Default Battle Speed,Standard Kampf Tempo,默认战斗速度,デフォルトのバトル速度,기본 전투 속도,預設戰鬥速度,Vitesse de combat par défaut,Скорость боя по умолчанию,Velocidade padrão da batalha,Vel. de batalla por defecto
<!MissingKey:119:Enter lobby code...>,Enter lobby code...,Lobby-Code eingeben...,输入大厅代码：,ロビーコードを入力…,로비 코드를 입력하세요...,輸入大廳代碼：,Saisie d'un code de salle…,Введите код комнаты...,Insira o código...,Introduce el código de la sala...
<!MissingKey:120:Score: {score}>,Score: {score},Score: {score},积分：{score},スコア：{score},점수: {score},積分：{score},Score : {score},Счет: {score},Pontuação: {score},Puntaje: {score}
<!MissingKey:121:Up>,Up,Oben,方向键上,方向キー上,위쪽 방향키,方向键上,Haut,Вверх,Cima,Arriba
<!MissingKey:122:Cancel>,Cancel,Abbrechen,取消,キャンセル,취소,取消,Annuler,Отмена,Cancelar,Cancelar
<!MissingKey:123:Fatigue Damage: {counter}>,Fatigue Damage: {counter},Erschöpfungsschaden: {counter},疲惫伤害：{counter},疲労ダメージ：{counter},피로 피해: {counter},疲勞傷害：{counter},Dégâts de fatigue : {counter},Урон истощения: {counter},Dano de Cansaço: {counter},Daño por fatiga: {counter}
<!MissingKey:124:Hover to preview. Click to select or unlock.>,Hover to preview. Click to select or unlock.,"Klicken, um auszuwählen oder freizuschalten.","鼠标悬浮至上方预览，
点击进行选择或解锁。",カーソルを乗せて閲覧、クリックで選択またはアンロック,"마우스를 올려 미리보기.
클릭하여
선택 및 잠금
해제.","游標移動至上方預覽，
點擊進行選擇或解鎖。",Passez la souris dessus pour obtenir un aperçu. Cliquer pour choisir cet élément ou le déverrouiller.,"Наведите курсор для предпросмотра. Нажмите, чтобы выбрать или разблокировать.",Passe o cursor para ver. Clique para selecionar ou desbloquear.,Pasar cursor para previsualizar. Clic para elegir o desbloquear.
<!MissingKey:125:Self-inflicted {amount} {debuff} for {duration}s ({origin}).>,Self-inflicted {amount} {debuff} for {duration}s ({origin}).,{amount} {debuff} für {duration}s auf sich selbst verursacht ({origin}).,对自己施加了{amount} {debuff}，持续{duration}秒 ({origin})。,{duration}秒間 {amount} {debuff} を自分に付与した（{origin}）。,{duration}초 동안 자신에게 {amount} {debuff} 부여 ({origin}).,對自己施加了{amount}層{debuff}，持續{duration}秒（{origin}）。,{amount} {debuff} auto-infligé(s) pendant {duration}s ({origin}).,Накладывает на себя: {amount} {debuff} на {duration} сек. ({origin}).,Infligiu-se {amount} {debuff} por {duration} s ({origin}).,Te has autoinfligido {amount} {debuff} durante {duration} s ({origin}).
<!MissingKey:126:Shift>,Shift,Umschalt,Shift,Shiftキー,Shift,Shift,Maj.,Shift,Shift,Shift
<!MissingKey:127:Damage blocked>,Damage blocked,Vermiedener Schaden,伤害抵挡数,防いだダメージ,막힌 대미지,傷害抵擋數,Dégâts bloqués,Урон заблокирован,Dano bloqueado,Daño bloqueado
<!MissingKey:128:Highlight empty slots>,Highlight empty slots,,高亮空槽,空きスロットをハイライト,빈 슬롯을 강조,標記空槽,Marquer les emplacements vides,Подсвечивать пустые слоты,Destacar espaços vagos,Iluminar espacios vacíos
<!MissingKey:129:Enter a lobby code.>,Enter a lobby code.,Gib einen Code ein.,输入一个大厅代码。,ロビーコードを入力してください。,로비 코드를 입력하세요.,輸入一個大廳代碼。,Saisir un code de salle.,Введите код комнаты,Insira um código de Salão.,Introduce un código de sala.
<!MissingKey:130:Continue Game>,Continue Game,Weiterspielen,继续游戏,ゲームを続行,게임계속하기,繼續遊戲,Continuer le jeu,Продолжить игру,Continuar Partida,Continuar la partida
<!MissingKey:131:Close Wardrobe>,Close Wardrobe,"Kleider-
schrank schließen",关闭衣柜,クローゼットを閉じる,옷장 닫기,關閉衣櫃,Fermer la garde-robe,Закрыть гардероб,Fechar Armário,Cerrar armario
<!MissingKey:132:Reflected {amount}{debuff}>,Reflected {amount}{debuff},{amount}{debuff} reflektiert.,反弹{amount} {debuff},{amount} {debuff} 反射,{amount} 반사 {debuff},反彈{amount}層{debuff},{amount} {debuff} renvoyé(s),Отражение {amount} {debuff},Refletiu {amount} {debuff},Has devuelto {amount} {debuff}
<!MissingKey:133:{absDmg} ({dps}/s)>,{absDmg} ({dps}/s),{absDmg} ({dps}/s),{absDmg} ({dps}/s),{absDmg}（{dps}/秒）,{absDmg} ({dps}/s),{absDmg}（{dps}/s）,{absDmg} ({dps}/s),{absDmg} ({dps}/сек.),{absDmg} ({dps}/s),{absDmg} ({dps}/s)
<!MissingKey:134:Damage Taken>,Damage Taken,Erhaltener Schaden,受到伤害,被ダメージ,입은 피해,受到傷害,Dégâts subis,Урона получено,Dano sofrido,Daño recibido
<!MissingKey:135:Cursor Speed>,Cursor Speed,Cursorgeschwindigkeit,鼠标速度,カーソル速度,커서 속도,滑鼠速度,Vitesse du curseur,Скорость курсора,Velocidade do cursor,Velocidad del cursor
<!MissingKey:136:Heal>,Heal,Heilung,治愈,体力回復,치유,治癒,Guérison,Восстановление здоровья,Cura,Curación
<!MissingKey:137:Class Items>,Class Items,Klassengegenst.,职业物品,クラスアイテム,직업 아이템,流派物品,Objets de classe,Предметы класса,Itens da Classe,Objetos por clase
<!MissingKey:138:Reroll shop>,Reroll shop,Angebot erneuern,刷新商店,商品の入替,상점 새로고침,重骰商店,Actualiser la boutique,Обновление магазина,Atualizar loja,Renovar objetos
<!MissingKey:139:Windowed>,Windowed,Fenster,窗口,ウィンドウモード,창 모드,視窗化,Fenêtré,Оконный режим,Janela,En modo ventana
<!MissingKey:140:Low>,Low,Niedrig,低,少ない,낮음,低,Faible,Низкий,Baixo,Baja
<!MissingKey:141:Storage>,Storage,Lager,储存箱,保管ボックス,창고,儲存箱,Réserve,Ящик,Depósito,Almacenamiento
<!MissingKey:142:Starting in >,Starting in ,Startet in,即将开始,開始まで,시작까지,即將開始,Début dans ,Начало через,Começando em,Empieza en
<!MissingKey:143:Lobby Results>,Lobby Results,Lobby-Ergebnisse,对局结果,ロビー結果,로비 결과,對局結果,Résultats de salle,Результаты комнаты,Resultados do Salão,Resultados de la sala
<!MissingKey:144:Show borders of bags with effects>,Show borders of bags with effects,,显示背包的边缘特效,効果付きバッグにラインを表示,효과가 있는 가방을 외곽선으로 표시,顯示背包的邊緣特效,Afficher les bordures des sacs avec effets,Показывать эффекты границ сумок,Exibir bordas das bolsas com efeitos,Mostrar los bordes de la mochila
<!MissingKey:145:Acquired {num} times>,Acquired {num} times,{num} mal erhalten,{num}次获得,{num}回入手,{num}번 획득함,{num}次獲得,Obtenu(e) {num} fois,Получение предмета: {num},Adquirido {num} vezes,Adquirido {num} veces
<!MissingKey:146:You can switch to Chibi style in the wardrobe!>,You can switch to Chibi style in the wardrobe!,Du kannst im Kleiderschrank zum Chibi-Style wechseln.,"你可以在衣柜中把
角色换成Q版美术风格。","クローゼットで
チビキャラに切り替えられます！","옷장에서 SD 스타일로
변경할 수 있습니다!","你可以在衣櫃中把
角色換成Q版美術風格。",Vous pouvez opter pour un style Chibi à partir de la garde-robe !,В гардеробе можно переключиться на стиль чиби!,Você pode mudar para o estilo Chibi no Armário!,¡Puedes cambiar al estilo chibi en el armario!
<!MissingKey:147:Unnamed>,Unnamed,Unbenannt,未命名,名無し,이름 없음,未命名,Sans nom,Безымянный игрок,Sem nome,Sin nombre
<!MissingKey:148:Concede Active Game (Ranking {rankDif})>,Concede Active Game (Ranking {rankDif}),Aktives Spiel aufgeben (Rang {rankDif}),放弃进行中的游戏（排名{rankDif}）,"現在のゲームを
棄権（ランク：{rankDif}）","진행 중인 게임
포기 (랭킹 {rankDif})",放棄進行中的遊戲（排名{rankDif}）,Abandonner un jeu actif (classement {rankDif}),Покинуть текущую игру (рейтинг: {rankDif}),Encerrar Partida Ativa (ranque: {rankDif}),Aceptar la derrota (Clasificación {rankDif})
<!MissingKey:149:UI/Confirm>,UI/Confirm,UI/Bestätigen,UI/确定,UI/確定,UI/확인,UI/確定,IU/Confirmer,UI/Подтвердить,Interface/Confirmar,IU/Confirmar
<!MissingKey:150:Click me for $h[valuable] tips!>,Click me for $h[valuable] tips!,Klick mich für $h[wertvolle] Tipps!,点击我来获得$h[实用]提示！,クリックして！ $h[役立つ]ヒントを教えるよ！,"$h[쓸모있는] 팁을 보려면
저를 클릭하세요!",點擊此處查看$h[實用]提示！,Cliquez ici pour obtenir de $h[précieux] conseils !,"Нажмите на меня, чтобы получить $h[ценные] советы!",Clique em mim para receber dicas $h[valiosas]!,¡Haz clic en mí para que te dé $h[valiosos] consejos!
<!MissingKey:151:1 minute ago>,1 minute ago,Vor 1 Minute,1分钟前,1分前,1분 전,1分鐘前,1 minute plus tôt,1 мин. назад,1 minuto atrás,Hace 1 minuto
<!MissingKey:152:Voice>,Voice,Stimmen,语音,ボイス,음성,語音,Voix,Голос,Voz,Voces
<!MissingKey:153:Opponent>,Opponent,Gegner,对手,対戦相手,상대,對手,Adversaire,Противник,Oponente,Rival
<!MissingKey:154:No players are matched against custom runs.>,No players are matched against custom runs.,Niemand wird gegen Spieler mit Sonderregeln spielen.,在自定义规则对局时，其他玩家不会匹配到你。,"カスタムルールを設定すると
ほかのプレイヤーは
あなたとマッチングしなくなります。",커스텀 런에서는 플레이어를 상대하지 않습니다.,在自定義規則對局時，其他玩家不會匹配到你。,Aucun joueur n'est adapté aux parties personnalisées.,Не найдены игроки для пользовательской игры.,Nenhum jogador é pareado com corridas personalizadas.,No se encuentran jugadores para las rondas personalizadas.
<!MissingKey:155:Reroll>,Reroll,Erneuern,刷新,更新,새로고침,重骰,Actualiser,Обновить,Atualizar,Renovar
<!MissingKey:156:Perfect Win!>,Perfect Win!,Perfekter Sieg!,完美胜利！,完全勝利！,완벽한 승리!,完美勝利！,Victoire parfaite !,Идеальная победа!,Vitória perfeita!,¡Victoria perfecta!
<!MissingKey:157:~{avrRound}s / {totalDur}min>,~{avrRound}s / {totalDur}min,~{avrRound}s / {totalDur}min,~{avrRound}秒 / {totalDur}分钟,約 {avrRound}秒 / {totalDur}分,~{avrRound}초 / {totalDur}분,~{avrRound}秒 / {totalDur}分鐘,~{avrRound} s/{totalDur} min,~{avrRound} сек. / {totalDur} мин.,~{avrRound} s / {totalDur} min,~{avrRound} s / {totalDur} m
<!MissingKey:158:RMB>,RMB,Rechtsklick,鼠标右键,右マウスボタン,우클릭,鼠标右键,Clic droit,ПКМ,BDM,Clic der (ratón)
<!MissingKey:159:Music>,Music,Musik,音乐,BGM,배경음,音樂,Musique,Музыка,Música,Música
<!MissingKey:160:Silver>,Silver,Silber,白银,シルバー,실버,白銀,Argent,Серебро,Prata,Plata
<!MissingKey:161:Gained {amount} {buff} for {duration}s ({origin}).>,Gained {amount} {buff} for {duration}s ({origin}).,{amount} {buff} für {duration}s erhalten ({origin}).,获得了{amount} {buff}，持续{duration}秒 ({origin})。,{duration}秒間 {amount} {buff} を獲得した（{origin}）。,{duration}초 동안 {amount} {buff} 획득 ({origin}).,獲得了{amount}層{buff}，持續{duration}秒（{origin}）。,{amount} {buff} gagné(s) pendant {duration} s ({origin}).,Добавлено: {amount} {buff} на {duration} сек. ({origin}).,Ganhou {amount} {buff} por {duration} s ({origin}).,Has obtenido {amount} {buff} durante {duration} s ({origin}).
<!MissingKey:162:{item} gained +{damage} damage ({origin}).>,{item} gained +{damage} damage ({origin}).,{item} erhielt +{damage} Schaden ({origin}).,{item}获得了+{damage}点伤害（{origin}）。,{item}のダメージ値が+{damage}された（{origin}）。,{item}의 피해가 {damage} 증가({origin}).,{item}獲得了+{damage}點傷害（{origin}）。,{item} gagné +{damage} de dégâts ({origin}).,Предмет {item} повышает атаку на {damage} ед. ({origin}).,{item} ganhou +{damage} de dano ({origin}).,{item} inflige {damage} más de daño ({origin}).
<!MissingKey:163:Close>,"Close
 Log","Log-
 buch schließen",关闭日志,"ログ
閉じる","기록
닫기",關閉日誌,Fermer le rapport,Закрыть журнал,Fechar Diário,Cerrar registro
<!MissingKey:164:Hover entries to jump back in time.>,Hover entries to jump back in time.,"Cursor über die Einträge halten, um in der Zeit zurückzuspringen.",鼠标停放在条目上观看回放。,エントリにカーソルを乗せて戻る,마우스를 올려 특정 시점으로 돌아갈 수 있습니다.,游標移動到條目上方可回顧歷史。,Passez la souris sur les données pour revenir en arrière dans le temps.,"Наведите курсор на строку, чтобы переместиться в прошлое.",Passe o cursor sobre os registros para voltar no tempo.,Pasa el ratón sobre la entrada para retroceder.
<!MissingKey:165:Custom Unranked>,Custom Unranked,Ungewertet mit Sonderregeln,自定义休闲游戏,カスタムカジュアル,커스텀 일반,自定義休閒遊戲,Personnaliser non-classé,Пользовательская игра (обычная),Personalização Casual,Partida personalizada no clasificatoria
<!MissingKey:166:Rank>,Rank,Rang,排名,ランク,랭크,排名,Classement,Рейтинг,Ranque,Clasificación
<!MissingKey:167:Gold>,Gold,Gold,黄金,ゴールド,골드,黃金,Or,Золото,Ouro,Oro
<!MissingKey:168:[center]Coming Early 2026>,[center]Coming Early 2026,[center]Frühjahr 2026,[center]2026 年春季,[center]2026年春,[center]2026년 봄,[center]2026 年春季,[center]Printemps 2026,[center]Весна 2026,[center]Primavera de 2026,[center]Primavera de 2026
<!MissingKey:169:Used:>,Used:,Genutzt:,消耗：,消費：,사용:,消耗：,Utilisé(s) :,Использовано:,Gastou:,Usado:
<!MissingKey:170:Looking for opponent...>,Looking for opponent...,Suche Gegner...,寻找对手……,"対戦相手を
検索中…","상대를
찾는 중...",正在尋找對手……,Recherche d'adversaire en cours…,"Поиск
противника...",Buscando oponente...,Buscando un rival...
<!MissingKey:171:No Grouping>,No Grouping,Keine Gruppierung,不分组,分類オフ,분류하지 않기,不分組,Aucun filtrage,Без группировки,Não agrupar,Sin agrupar
<!MissingKey:172:Other>,"Other
Game
Modes","Weitere
Spiel-
Modi","其他
游戏
模式","サブ
ゲーム
モード","기타
게임
모드","其他
遊戲
模式","Autres
modes
de jeu","Другие
режимы
игры","Outros
Modos
de Jogo","Otros
modos
de juego"
<!MissingKey:173:Choose Class>,Choose Class,Klasse wechseln,选择职业,クラス選択,직업 선택,選擇流派,Choisir la classe,Выбор класса,Escolher Classe,Elegir clase
<!MissingKey:174:Choose Loadout>,Choose Loadout,Ausrüstung wechseln,选择装备,装備選択,장비 선택,選擇裝備,Choisir l'équipement,Выбор снаряжения,Escolha o Equipamento,Elegir equipo
<!MissingKey:175:Damage>,Damage,Schaden,伤害,ダメージ,피해,傷害,Dégâts,Урон,Dano,Daño
<!MissingKey:176:Best Win/Loss>,Best Win/Loss,,最佳胜利/失败比,"ベスト
勝利/敗北数","최고
승리/패배",最佳胜利/失败比,Meilleure vict./déf.,Лучший коэфф. побед/поражений,Melhor vitórias/derrotas,Mejor victoria/derrota
<!MissingKey:177:Backspace>,Backspace,Zurück,退格键,Backspaceキー,백스페이스,退格键,Espace,Backspace,Backspace,Retroceso
<!MissingKey:178:Push all items to storage>,Push all items to storage,Alles ins Lager werfen,"移动所有物品
到储存箱","全アイテムを
ボックスへ移動","모든 아이템
창고에 넣기","移動所有物品
到儲存箱",Pousser tous les objets en réserve,Сбросить все предметы в ящик,Pôr todos os itens no depósito,Mandar todos los objetos al almacenamiento
<!MissingKey:179:Ingredients>,Ingredients,Komponenten,合成材料,材料,재료,合成材料,Ingrédients,Материалы,Ingredientes,Ingredientes
<!MissingKey:180:Recipes>,Recipes,Rezepte,合成库,レシピ,조합법,配方,Recettes,Рецепты,Receitas,Recetas
<!MissingKey:181:Items>,Items,Gegenstände,物品图鉴,アイテム,아이템,物品圖鑑,Objets,Предметы,Itens,Objetos
<!MissingKey:182:Connecting...>,Connecting...,Verbinden...,连接中……,接続中…,연결 중...,連接中……,Connexion en cours…,Подключение...,Conectando...,Conectando...
<!MissingKey:183:Filter>,Filter,Filter,筛选,フィルター,필터,篩選,Filtrer,Фильтр,Filtrar,Filtro
<!MissingKey:184:Rotate with {button1} or {button2}>,Rotate with {button1} or {button2},Rotiere mit {button1} oder {button2},使用{button1}或{button2}旋转,{button1}または{button2}で回転,"{button1}(이)나
{button2}(을)를 눌러 회전",使用{button1}或{button2}旋轉,Faire pivoter avec {button1} ou {button2},Поворачивайте кнопкой {button1} или {button2},Gire com {button1} ou {button2},Para rotar: {button1} o {button2}
<!MissingKey:185:Damage Dealt>,Damage Dealt,Erteilter Schaden,造成伤害,与ダメージ,가한 피해,造成傷害,Dégâts infligés,Урона нанесено,Dano causado,Daño infligido
<!MissingKey:186:Down>,Down,Unten,方向键下,方向キー下,아래쪽 방향키,方向键下,Bas,Вниз,Baixo,Abajo
<!MissingKey:187:Right>,Right,Rechts,方向键右,方向キー右,오른쪽 방향키,方向键右,Droite,Вправо,Direita,Derecha
<!MissingKey:188:Choose a skill!>,Choose a skill!,Wähle einen Skill!,选择技能,スキル選択,스킬을 선택하세요!,選擇技能,Choisissez une compétence !,Выберите способность!,Escolha uma habilidade!,¡Elige una habilidad!
<!MissingKey:189:{amount} {buff} protected from removal ({origin}).>,{amount} {buff} protected from removal ({origin}).,{amount} {buff} vor Entfernung geschützt ({origin}).,对{amount} {buff}的移除被保护（{origin}）。,{amount} {buff} の除去が保護された（{origin}）。,{amount} {buff} 제거 보호됨 ({origin}).,對{amount} {buff}的移除被保護（{origin}）。,{amount} {buff} protégé(s) du retrait ({origin}).,Отмена снятия: {amount} {buff} ({origin}).,{amount} {buff} protegido contra remoção ({origin}).,Has impedido que eliminen {amount} {buff} ({origin}).
<!MissingKey:190:1 day ago>,1 day ago,Vor 1 Tag,1天前,1日前,1일 전,1天前,1 jour plus tôt,1 день назад,1 dia atrás,Hace 1 día
<!MissingKey:191:Inventory>,Inventory,Inventar,背包库存,バックパック,인벤토리,背包庫存,Inventaire,Инвентарь,Inventário,Inventario
<!MissingKey:192:Prioritize Host>,Prioritize Host,Priorisiere Gastgeber,针对房主,ホスト優先,호스트 우선,針對房主,Priorité à l'hébergeur,Приоритет хоста,Priorizar Anfitrião,Prioriza al anfitrión
<!MissingKey:193:Shift inventory up>,Shift inventory up,Inventar nach oben,向上移动背包,バッグを上へ移動,위쪽으로 인벤토리 이동,向上移動背包,Décaler l'inventaire vers le haut,Сместить инвентарь вверх,Mover inventário para cima,Mover inventario (arriba)
<!MissingKey:194:Cleansed {amount} {debuff} ({origin}).>,Cleansed {amount} {debuff} ({origin}).,{amount} {debuff} entfernt ({origin}).,净化{amount}层 {debuff}（{origin}）。,{amount} {debuff} を解除した（{origin}）。,{amount} {debuff} 정화 ({origin}).,淨化{amount}層 {debuff}（{origin}）。,{amount} {debuff} purgés ({origin}).,Снимает {amount} {debuff} ({origin}).,Purificou {amount} {debuff} ({origin}).,Has eliminado {amount} {debuff} ({origin}).
<!MissingKey:195:Medium>,Medium,Mittel,中等,ほどほど,보통,中,Moyenne,Средний,Médio,Media
<!MissingKey:196:Play games to earn trophies!>,Play games to earn trophies!,,,,,,,,,
<!MissingKey:197:Invalid code.>,Invalid code.,Lobbycode ungültig.,无效代码。,無効なコードです。,유효하지 않은 코드.,無效代碼。,Code non valide.,Неверный код.,Código inválido.,Código no válido.
<!MissingKey:198:The following players are disconnected:>,"The following players are disconnected:
{members}
You can kick them using the scoreboard.","Verbindung zu diesen Spielern unterbrochen:
{members}
Du kannst sie von der Rangliste aus rauswerfen.","以下玩家已经断开连接：
{members}
你可以用计分板踢出玩家。","以下のメンバーが切断されました。
{members}
そのプレイヤーはスコアボードからキックできます。","다음 플레이어의 연결이 끊겼습니다:
{members}
스코어보드에서 해당 플레이어를 추방할 수 있습니다.","以下玩家已經斷開連接：
{members}
你可以用計分板踢出玩家。","Les joueurs suivants sont déconnectés :
{members}
Vous pouvez les expulser à l'aide du classement.","Следующие игроки отключены:
{members}
Вы можете исключить их с помощью таблицы участников.","Os seguintes jogadores estão desconectados:
{members}
Você pode expulsá-los usando a tabela de classificação.","Los siguientes jugadores están desconectados:
{members}
Puedes expulsarlos desde el marcador."
<!MissingKey:199:Always offered in round {round}. >,Always offered in round {round}. ,Immer in Runde {round} angeboten.,在第{round}回合必然出现。,ラウンド{round}で必ず出現,{round}에 항상 제공됩니다.,在第{round}回合必然出現。,Toujours disponible en {round}.,Всегда появляется на {round}.,Sempre oferecido em {round}.,Se ofrece siempre en la ronda {round}.
<!MissingKey:200:Subclass unlocked!>,Subclass unlocked!,Unterklasse freigeschaltet!,子职业解锁！,サブクラスがアンロック！,보조 직업 해금!,子流派解鎖！,Sous-classe déverrouillée !,Специализация разблокирована!,Subclasse desbloqueada!,¡Subclase desbloqueada!
<!MissingKey:201:Debuffs>,Debuffs,Debuffs,减益,デバフ,디버프,減益效果,Malus,Негативные эффекты,Debuffs,Desventajas
<!MissingKey:202:Enter>,Enter,Enter,回车,Enterキー,엔터,回車,Entrée,Enter,Entrar,Intro
<!MissingKey:203:Maximum health gained>,Maximum health gained,Erhaltenes Maximalleben,获得的最大生命值,体力最大値増加,획득한 최대 체력,獲得的最大生命值,PV max gagnés,Максимальное здоровье повышено,Vida máxima ganha,PS máx. obtenidos
<!MissingKey:204:Lock combining>,Lock combining,Kombinieren sperren,锁定融合,合成のロック,조합 잠금,鎖定融合,Verrouillage de combinaison,Запрет объединения,Bloquear combinação,Fijar combinación
<!MissingKey:205:Window Mode>,Window Mode,Fenstermodus,显示模式,ウィンドウモード,창 모드,視窗模式,Mode fenêtré,Режим экрана,Modo janela,Modo ventana
<!MissingKey:206:{num} items in storage.>,{num} items in storage.,{num} Gegenstände im Lager.,储存箱内有{num}个物品。,保管ボックスにアイテムが{num}個あります,"창고에 {num}개의 아이템이
존재합니다.",儲存箱內有{num}個物品。,{num} objets en réserve.,В ящике остались предметы: {num}.,{num} itens no depósito.,{num} objetos en el almacenamiento.
<!MissingKey:207:Round>,Round,Runde,回合,ラウンド,라운드,回合,Tour,Раунд,Rodada,Ronda
<!MissingKey:208:Inflicted {amount} {debuff} for {duration}s ({origin}).>,Inflicted {amount} {debuff} for {duration}s ({origin}).,{amount} {debuff} für {duration}s verursacht ({origin}).,施加了{amount} {debuff}，持续{duration}秒 ({origin})。,{duration}秒間 {amount} {debuff} を付与した（{origin}）。,{duration}초 동안 {amount} {debuff} 부여 ({origin}).,施加了{amount}層{debuff}，持續{duration}秒（{origin}）。,{amount} {debuff} infligé(s) pendant {duration} s ({origin}).,Накладывает: {amount} {debuff} на {duration} сек. ({origin}).,Infligiu {amount} {debuff} por {duration} s ({origin}).,Has infligido {amount} {debuff} durante {duration} s ({origin}).
<!MissingKey:209:Protected {amount}{buff}>,Protected {amount}{buff},{amount}{buff} geschützt.,{amount}{buff}净化被阻止,{amount} {buff} 保護,{amount}{buff} 방어함,{amount}層{buff}淨化被阻止,{amount} {buff} protégé(s),Отмена снятия: {amount}{buff},Protegeu {amount} {buff},Has protegido {amount} {buff}
<!MissingKey:210:All items activate automatically!>,All items activate automatically!,Alle Gegenstände aktivieren automatisch.,所有物品都会自动激活使用！,全アイテムは自動で使われる！,"모든 아이템은
자동으로 발동됩니다!",所有物品都會自動使用！,Tous les objets s'activent automatiquement !,Все предметы активируются автоматически!,Todos os itens se ativam sozinhos!,¡Todos los objetos se activan automáticamente!
"<!MissingKey:211:The full version comes with more characters, items & more. Get it on Steam if you had fun! :)>","The full version comes with more characters, items & more. Get it on Steam if you had fun! :)","Die Vollversion enthält neue Charakterklassen, Gegenstände und mehr! Wenn du Spaß hattest, hol sie dir jetzt auf Steam! ",完整版将包含更多角色、物品等等。如果觉得游戏不错，记得在Steam上购买！,製品版ではさらなるキャラクターやアイテムのほか、様々な要素が追加されています。ゲームがおもしろかったら、ぜひSteamで購入してみてください！,정식 버전에서는 더 많은 캐릭터와 아이템이 찾아올 예정입니다. 재밌게 즐기셨다면 위시리스트에 추가해주세요! 정말 큰 도움이 됩니다 :),完整版將包含更多角色、物品等等。如果覺得遊戲不錯，記得在Steam購買！,"La version complète comprend davantage de personnages, d'objets et bien plus encore. Achetez-la sur Steam si cela vous a plu ! :)","Полная версия включает в себя больше персонажей, предметов и прочего. Полную версию можно приобрести в Steam!:)","A versão completa tem mais personagens, itens e muito mais. Se você se divertiu, adquira-a no Steam! :)","La versión completa incluye más personajes, objetos y otras cosas. ¡Hazte con ella en Steam si te ha gustado! :)"
<!MissingKey:212:Thanks for playing!>,Thanks for playing!,Danke fürs Spielen!,感谢游玩！,Thanks for playing!,플레이해주셔서 감사합니다!,感謝遊玩！,Merci d'avoir joué !,Спасибо за игру!,Agradecemos por jogar!,¡Gracias por jugar!
<!MissingKey:213:Host a Lobby>,Host a Lobby,Lobby erstellen,创建一个大厅,ロビーを作成,로비 호스팅하기,創建一個大廳,Héberger une salle,Управление комнатой,Hospedar um Salão,Organizar una sala
<!MissingKey:214:Inventory value: {gold} {icon}>,Inventory value: {gold} {icon},Inventarwert: {gold} {icon},装备物品价值：{gold} {icon},バックパック価値：{gold} {icon},인벤토리 가치: {gold} {icon},裝備物品價值：{gold} {icon},Valeur de l'inventaire : {gold} {icon},Стоимость инвентаря: {gold} {icon},Valor do inventário: {gold} {icon},Valor de inventario: {gold} {icon}
<!MissingKey:215:Weapon>,Weapon,,,,,,,,,
<!MissingKey:216:Round lost>,Round lost,Verloren,回合失败！,ラウンド敗北…,라운드 패배,回合失敗！,Tour perdu,Поражение,Rodada perdida,Has perdido la ronda
<!MissingKey:217:{treasure} limit>,{treasure} limit,{treasure} Limit,{treasure}数量限制,{treasure} 上限,{treasure} 한계,{treasure}數量限制,Limite de {treasure},Лимит {treasure},Limite de {treasure},Límite de {treasure}
<!MissingKey:218:Shop Items>,Shop Items,Laden,商店物品,ショップアイテム,상점 아이템,商店物品,Objets de boutique,Предметы магазина,Itens da Loja,Objetos de tienda
<!MissingKey:219:Speed up battle>,Speed up battle,,,,,,,,,
