key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:92:All items trigger $h[2%] faster.>,All items trigger $h[2%] faster.,Alle Gegenstände aktivieren $h[2%] schneller.,每层使所有物品触发快$h[2%]。,1スタックにつき全アイテムの使用速度が$h[2%]上がる,모든 아이템이 $h[2%] 빠르게 발동합니다.,每層使所有物品觸發速度加快$h[2%]。,Tous les objets se déclenchent $h[2 %] plus vite.,Скорость срабатывания предметов повышается на $h[2%].,Todos os itens ativam $h[2%] mais rápido.,Todos los objetos se activan un $h[2 %] más rápido.
<!MissingKey:93:Dark>,Dark,Dunkel,黑暗,暗黒,어둠,黑暗,Sombre,Тьма,Sombrio,Oscuro
<!MissingKey:94:Hunter>,Hunter,Jäger,猎人,ハンター,사냥꾼,獵人,Chasseur,Охотник,Caçadora,Cazadora
<!MissingKey:95:Accessory>,Accessory,Accessoire,配饰,アクセサリー,장신구,配飾,Accessoire,Аксессуар,Acessório,Accesorio
<!MissingKey:96:Beastmaster>,Beastmaster,Bestienzähmer,兽王,ビーストマスター,야수조련사,獸王,Dompteur de créatures,Любитель зверей,Adestradora,Domadora
<!MissingKey:97:Poison>,Poison,Gift,中毒,毒,독,中毒,Poison,Яд,Veneno,Veneno
<!MissingKey:98:Weak>,Weak,,虚弱,弱化,약화,虛弱,Affaiblissement,Слабость,Fraqueza,Debilidad
,,,,,,,,,,
<!MissingKey:100:Fire item>,Fire item,Feuergegenstand,火物品,火炎アイテム,화염 아이템,火物品,Objet de feu,Огненный,Item de fogo,Objeto de fuego
<!MissingKey:101:Shield>,Shield,Schild,盾牌,盾,방패,盾牌,Bouclier,Щит,Escudo,Escudo
"<!MissingKey:102:At nightfall, both characters take increasing Fatigue damage every second.>","At nightfall, both characters take increasing Fatigue damage every second.",Bei Nachteinbruch erleiden beide Kämpfer wachsenden Schaden jede Sekunde.,夜幕降临后，两边角色受到的疲惫伤害逐渐增加。,夜が訪れると両方のキャラクターは、毎秒1ずつ増えていく疲労ダメージを受ける,"밤이 되면, 두 캐릭터 모두 매초마다 점점 증가하는 피로 피해를 입게 됩니다.",夜幕降臨後，雙方角色受到的疲勞傷害逐漸增加。,"À la tombée de la nuit, les deux personnages subissent des dégâts de fatigue qui augmentent chaque seconde.",В сумерках урон героя и противника ежесекундно повышается из-за истощения.,"Quando anoitece, os dois lados sofrem dano crescente por Cansaço a cada segundo.","Al caer la noche, ambos personajes reciben daño por fatiga que aumenta con cada segundo."
,,,,,,,,,,
,,,,,,,,,,
<!MissingKey:105:You will gain $gold every round (next round: {bonusGold}). Left-over $gold transfers to the next round.>,You will gain $gold every round (next round: {bonusGold}). Left-over $gold transfers to the next round.,Du erhältst jede Runde $gold (nächste Runde: {bonusGold}). Übriggebliebenes $gold kann in den nächsten Runden genutzt werden.,每回合你都会获得金币（下回合：{bonusGold}）。本回合剩余的金币保留到下回合。,1ラウンドごとにゴールドを獲得できる（次ラウンドの獲得量：{bonusGold}）残ったゴールドは次のラウンドに持ち越される,매 라운드마다 골드를 획득합니다 (다음 라운드: {bonusGold}). 남은 골드는 다음 라운드로 옮겨집니다.,每回合你都會獲得金幣（下回合：{bonusGold}）。本回合剩餘的金幣保留到下回合。,Vous gagnez de l'or à chaque tour (prochain tour : {bonusGold}). L'or restant est transféré au tour suivant.,"Вы будете получать золото за каждый раунд (следующий раунд: {bonusGold}). Оставшееся золото сохранится, и его можно использовать перед следующим раундом.",Você ganhará ouro a cada rodada (próxima rodada: {bonusGold}). O ouro em excesso será transferido para a próxima rodada.,Ganarás oro en cada ronda (siguiente ronda: {bonusGold}). El oro sobrante se transfiere a la siguiente ronda.
,,,,,,,,,,
<!MissingKey:107:Ranged Weapon>,Ranged Weapon,Fernkampfwaffe,远程武器,遠距離武器,원거리 무기,遠程武器,Arme à distance,Оружие дальн. боя,Arma de Longo Alcance,Arma a distancia
<!MissingKey:108:Block>,Block,Block,护盾,シールド,방어,護盾,Blocage,Щит,Bloqueio,Defensa
,,,,,,,,,,
RARITY_Common,Common,Gewöhnlich,普通,コモン,일반,普通,Commun,Обычный,Comum,Común
<!MissingKey:111:Blacksmith>,Blacksmith,Schmied,铁匠,ブラックスミス,대장장이,鐵匠,Forgeron,Кузнец,Ferreira,Herrera
<!MissingKey:112:Playing Card>,Playing Card,Spielkarte,卡牌,ゲームカード,플레잉 카드,卡牌,Carte à jouer,Карта,Carta,Carta de juego
<!MissingKey:113:Shaman>,Shaman,Schamane,萨满,シャーマン,주술사,薩滿,Chaman,Шаман,Xamã,Chamana
RARITY_Legendary,Legendary,Legendär,传说,レジェンダリ,전설,傳說,Légendaire,Легендарный,Lendário,Legendario
Berserker_NAME,Berserker,Berserker,狂战士,バーサーカー,버서커,狂戰士,Barbare,Берсерк,Lutadora,Guerrera
<!MissingKey:116:Cold>,Cold,Kälte,冰冷,フリーズ,한기,冰冷,Froideur,Холод,Frio,Frío
<!MissingKey:117:Melee Weapon>,Melee Weapon,Nahkampfwaffe,近战武器,近接武器,근거리 무기,近戰武器,Arme de mêlée,Оружие ближн. боя,Curto Alcance,Arma cuerpo a cuerpo
<!MissingKey:118:Grovekeeper>,Grovekeeper,Wächter des Waldes,丛林守护者,グルーヴキーパー,숲지기,叢林守護者,Garde champêtre,Хранитель природы,Guardiã,Guardabosques
LOCKED_CLASS,???,???,？？？,？？？,???,？？？,???,???,???,¿?
,,,,,,,,,,
,,,,,,,,,,
<!MissingKey:122:Empower>,Empower,Stärke,充能,強化,강화,賦能,Renfort,Сила,Fortalecimento,Fuerza
<!MissingKey:123:Regeneration>,Regeneration,Regeneration,恢复,リジェネ,재생,恢復,Régénération,Восстановление,Regeneração,Regeneración
<!MissingKey:124:Effect>,Effect,Effekt,效果,効果,효과,效果,Effet,Эффект,Efeito,Efecto
