key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:65:What a massive... surprise!>,What a massive... surprise!,So eine dicke... Überraschung!,没想到进化后这么大一只……,わたしたち、進化の順番、入れ替わってるー！？,"어우, 엄청 무겁...지 않습니다!",沒想到進化後這麼大一隻……,Quelle surprise… de taille !,Какой огромный... сюрприз!,Que baita... surpresa!,¡Menudo pedazo de... sorpresa!
"<!MissingKey:66:Cuberts have no genetic overlap with Gooberts, which is very suspicious. Experts say this might be on purpose. >","Cuberts have no genetic overlap with Gooberts, which is very suspicious. Experts say this might be on purpose. ",Eckberts haben keine genetische Gemeinsamkeit mit Schlotzberts. Keine einzige. Das ist sehr verdächtig.,尽管看起来很相似，方块黏黏其实和黏黏不是一个物种，反正专家是这样说的。,キューバートとスラバートに遺伝的なつながりはないらしいけど、どうだか。専門家によると、似てるのは偶然じゃないかもしれないって話だよ。,"아주 미심쩍지만, 각돌이와 슬돌이는 유전적으로 일치하는 부분이 전혀 없습니다. 전문가들의 의견에 따르면 의도적으로 만들어졌을 수 있다고 하네요.",儘管看起來很相似，方塊黏呼呼其實和黏呼呼不是一個物種，反正專家是這樣說的。,"Les Cubeux ne partagent aucun patrimoine génétique avec les Viskeux, ce qui est particulièrement suspect. Les experts estiment que cela pourrait être délibéré.","Как ни странно, но Куберты не имеют генетического сходства со Слаймерами.","O Quaberto não tem sobreposição genética com os Gosbertos, o que é muito suspeito. Segundo os especialistas, isso pode ser de propósito.","Los cuadradinos no están relacionados genéticamente con los viscosinos, algo muy sospechoso. Los expertos afirman que es a propósito."
<!MissingKey:67:It's so much harder to harvest things that defend themselves. Ugh.>,It's so much harder to harvest things that defend themselves. Ugh.,"Es ist so viel schwerer, Dinge zu ernten die sich wehren. Schlimm sowas.",和用这个来战斗比起来，收割谷物更加累人。,自分の身を守ろうとするモノを狩るのって、めちゃくちゃ大変なんだよねえ…,도망치는 것들을 수확하는 건 훨씬 어려운 일이랍니다. 으윽.,就算拿這個戰鬥，也比拿這個收割穀物輕鬆。,C'est tellement plus compliqué de moissonner des trucs qui se défendent. Argh…,"Как ни странно, сражаться этой штукой намного легче, чем пытаться косить траву...",É tão mais difícil colher coisas que se defendem. Aff!,Es mucho más difícil cosechar cosas que se pueden defender... ¡Bah!
"<!MissingKey:68:It feels like ice scating but much, much harder.>","It feels like ice scating but much, much harder.","Fühlt sich an wie Schlittschuhlaufen - nur viel, viel schwerer.",有点像滑冰，但是难度大很多。,スケートしてるみたいになるけど、スケートよりはるかに難しいよ。,"아이스 스케이팅과 비슷한 감각이지만, 그것보다 훨씬 어렵습니다.",有點像滑冰，但是難度大很多。,"Un peu comme de la glace, mais en beaucoup plus dur.",Похоже на катание на коньках... только в разы сложнее!,"Parece patinação no gelo, mas muito, muito mais difícil.","Es como patinar sobre hielo pero mucho, mucho más difícil."
"<!MissingKey:69:Look, you can't have too many aces.>","Look, you can't have too many aces.",Das sind aber ganz schön viele Asse...,黑桃A一出，谁与争锋？,いいかい、普通スペードのエースは1枚だけなんだよ。,에이스를 그렇게 많이 들고 계시면 안돼요.,黑桃A一出，誰與爭鋒？,"Écoutez, je crois qu'on n'a jamais trop d'as.",Много тузов не бывает.,Ás nunca é de mais.,Un as nunca está de más.
<!MissingKey:70:You should not adventure bare foot. People will give you weird looks.>,You should not adventure bare foot. People will give you weird looks.,"Du solltest nicht barfuß ins Abenteuer starten, die Leute schauen sonst so.",虽然不咋样，但是总比光脚好。,はだしで冒険に出かけるのはオススメしないな。変な目で見られちゃうからね。,맨발로 돌아다니시면 사람들이 이상하게 볼 수도 있습니다.,雖然不怎麼樣，但是總比光著腳ㄚ子好。,Ne vous aventurez pas pieds nus. Les gens vous regarderont bizarrement.,Не стоит отправляться в приключения босиком. Люди вас просто-напросто не поймут.,Você não deveria se aventurar de pés descalços. As pessoas olham atravessado.,No te vayas de aventuras con los pies descalzos o te ganarás más de una mirada reprobatoria.
<!MissingKey:71:The Paradise Birb is a truly marvelous creature. Its colorful plumage protects it from predators through overwhelming beauty.>,The Paradise Birb is a truly marvelous creature. Its colorful plumage protects it from predators through overwhelming beauty.,"Der Regenbogen-Piepmatz ist eine wahrlich beindruckende Kreatur. Kein potenzieller Fressfeind schafft es, ihre überwältigende Schönheit zu überwinden.",极乐鸟是一种难以置信的生物。他们通过绚丽的羽毛把狩猎者的眼睛亮瞎来保护自己。,極楽チュンは本当に驚くべき生物だ。色彩豊かな羽毛の圧倒的な美しさでもって捕食者から身を守っているのである。,극락조는 정말 놀라운 생명체입니다. 화려한 깃털이 뽐내는 압도적인 아름다움은 포식자로부터 새를 보호합니다.,極樂鳥是一種難以置信的生物。他們通過絢麗的羽毛把狩獵者的眼睛亮瞎來保護自己。,Le paradisier est une créature on ne peut plus splendide. Son plumage coloré le protège des prédateurs grâce à sa beauté irrésistible.,Райская птица — поистине чудесное создание. Ее красочное оперение защищает хищников от такой ошеломляющей красоты.,O Pássaro do Paraíso é uma criatura verdadeiramente maravilhosa. Sua plumagem colorida o protege dos predadores por meio de uma beleza deslumbrante.,El pajarillo del paraíso es una criatura verdaderamente maravillosa. Su colorido plumaje la protege de los depredadores con una belleza abrumadora.
"<!MissingKey:72:It is all kinds of disgusting, every single one.>","It is all kinds of disgusting, every single one.",Auf wirklich jede einzige Art ekelhaft.,又一把无从下手的武器。,昔はお前のように冒険していたのだが、毒のついた矢とか触るのなんか怖くてな…,온갖 유형의 위장술을 익혔습니다.,又一把無從下手的武器。,"Ne vous fiez pas aux apparences, il y en a de toutes les sortes.",Еще одно отвратительное оружие.,Mais um arco impossível de usar.,No se me ocurre cosa más asquerosa que esta.
<!MissingKey:73:It may be the best tool to keep your hands warm.>,It may be the best tool to keep your hands warm.,Die beste Art seine Hände zu wärmen.,在杀敌之余还能暖手。,手先が冷える末端冷え性の人には特にオススメだよ。足先は…がんばれ！,추운 겨울에 손을 따뜻하게 유지하기 위한 최고의 무기입니다.,在殺敵之餘還能暖手。,Il se pourrait bien que ce soit le meilleur outil pour garder vos mains au chaud.,Ваши руки всегда будут в тепле.,Talvez seja o melhor objeto para manter as mãos aquecidas.,La forma ideal de tener siempre las manos calentitas.
<!MissingKey:74:You need to be really careful even looking at it.>,You need to be really careful even looking at it.,"Zerfällt sogar, wenn man ihn nicht vorsichtig genug anschaut.",要是倒了就怪你。,雪ダルマ崩そう～,곁에서 보는 것조차도 조심해야 합니다.,要是倒了就怪你。,"Faites très attention, ne serait-ce qu'en posant les yeux dessus.","Вы должны быть очень осторожны, даже просто глядя на него.",Você precisa ter muito cuidado até mesmo ao olhar para isso.,Es peligroso incluso mirarlo.
<!MissingKey:75:The wise puppy knows what to chomp on.>,The wise puppy knows what to chomp on.,"Ein weiser Welpe weiß, woran man kauen darf.",聪明的狼崽不会乱吃东西。,賢い狼の子っていうのは、噛みついていいモノの見分けがつくのさ。,뭘 씹어야 할지 알고 있는 현명한 강아지입니다.,聰明的狼崽不會亂吃東西。,Louveteau avisé sait ce qu'il doit manger.,Мудрый щенок не ест что попало.,O filhotinho sábio sabe o que morder.,El cachorro sabio que sabe qué puede y qué no puede comer.
<!MissingKey:76:It's just nice when your pet reincarnates. Far less to worry about.>,It's just nice when your pet reincarnates. Far less to worry about.,"Es ist schön, wenn man ein Haustier reinkarnieren kann. Macht vieles einfacher.",有个能复活的宠物能让你少操很多心。,復活するペットがいるのは助かるよ。何したって心配ないからね。,"부활하는 애완동물이라니, 걱정 거리는 하나 덜겠네요.",有個能復活的寵物能讓你少操很多心。,Je dois dire que ce n'est pas si mal quand votre familier se réincarne. C'est beaucoup moins préoccupant.,"Так удобно, когда твой питомец может воскрешаться. Меньше забот.",É ótimo quando seu bichinho revive. Menos um motivo para se preocupar.,Es un alivio tener una mascota que resucita nada más morirse.
<!MissingKey:77:The bunnies here just are like that.>,The bunnies here just are like that.,Ein ganz normales Hoppelhäschen.,我们这里的兔子就长这样。,"ウサギははねる♪

…キミの首をね。",여기 토끼는 원래 이렇게 생겼습니다.,我們這裏的兔子就長這樣。,"Comment ça, les lièvres ne sont pas comme ça chez vous ?",Самый обычный кролик.,Os coelhos daqui são todos assim.,Los conejos de por aquí son así.
"<!MissingKey:78:He's fine, he likes that. He's really into it.>","He's fine, he likes that. He's really into it.","Es ist okay, er mag das. Komplett unbedenklich.",别担心，它没事，其实他还挺喜欢这种感觉的。,スラバートなら大丈夫。刺さった剣、すっごく気に入ってるってさ。,괜찮아요. 그걸 정말 좋아하거든요. 아주 푹 빠져있네요.,別擔心，它沒事，其實他還挺喜歡這種感覺的。,"Il va bien, vraiment, il aime ça. C'est son truc.","Он в порядке, ему это нравится. Ему это о-очень нравится.","Está tudo bem, ele gosta. Gosta muito.",El ibuprofeno no cura este tipo de dolor de cabeza.
<!MissingKey:79:It has no reason to be that slippery.>,It has no reason to be that slippery.,Es sollte wirklich nicht so klebrig sein.,蛇皮滑溜溜的，拿不稳。,ヘビみたいにツルツルで滑りやすいけど、それに特に理由はないよ。,아무 이유 없이 미끈거립니다.,蛇皮滑溜溜的，拿不穩。,Je ne comprends toujours pas pourquoi il est si glissant.,Скользкая змеиная кожа то и дело выскальзывает из рук.,Não tem por que ser tão escorregadio assim.,"Cuidado, que muerde."
<!MissingKey:80:A traveler's best friend. Except if you have actual friends.>,A traveler's best friend. Except if you have actual friends.,Der beste Freund des Abenteurers – wenn man sonst niemanden kennt.,居家旅行之友，如果你真的有朋友的话那就另当别说。,旅人にとっての親友だね。本物の友だちがいない人に限る話だけど。,여행자의 최고의 친구죠. 현실 친구가 없다면요.,居家旅行的好夥伴，但如果你真的有朋友，那就另當別論了。,Le meilleur ami du voyageur. Sauf si vous avez de vrais amis.,"Лучший друг путешественника. Конечно, за исключением тех случаев, когда у путешественника есть настоящие друзья.",A melhor amiga de um viajante. A não ser que você tenha amigos de verdade.,"El mejor amigo del viajero..., a no ser que tengas amigos de verdad."
"<!MissingKey:81:If you hit them real hard, you can then hit them twice!>","If you hit them real hard, you can then hit them twice!","Wenn du sie richtig derb triffst, kannst du sie gleich nochmal treffen!",运气好能射出两发，别问我，我也不知道原理。,急所に当たりが出たらもう一回！,"활을 정말 정말 세게 쏘면, 두 번 명중할 수도 있습니다!",運氣好能射出兩發，別問我，我也不知道原理。,"Si vous les frappez très fort, vous pouvez les frapper une deuxième fois !","Если очень повезет, то он выстрелит дважды. Однако никто не знает, как это работает.","Se você acertar com muita força, vai poder acertar duas vezes!","¡Si golpeas al enemigo fuerte, es como si le golpearas dos veces!"
<!MissingKey:82:It's just so unpleasant!>,It's just so unpleasant!,So unbequem.,戴头上舒服吗？,うわっ、頭気持ち悪っ。,정말 불쾌하게 생겼네요!,戴頭上舒服嗎？,Ce n'est vraiment pas agréable !,А стоит ли надевать его на голову?,É tão desagradável!,¡Qué repelús da!
<!MissingKey:83:A proud warrior of the gingerbread tribe.>,A proud warrior of the gingerbread tribe.,Ein tapferer Lebkuchenkrieger.,我知道你很想吃，但是先忍住。,彼は、ジンジャーブレッド族の誇り高き戦士なんだ。,진저브레드 부족의 자랑스러운 전사입니다.,我知道你很想吃，但是先忍忍吧。,Un fier guerrier de la tribu des pains d'épices.,Гордый воин племени пряников.,Um primo de um grande amigo de um ogro muito famoso.,Este guerrero es el orgullo de la tribu galletil.
<!MissingKey:84:Biting cold. Literally. It chomps you.>,Biting cold. Literally. It chomps you.,"Wortwörtlich beißende Kälte, sie nomst den Gegner.",记得戴保暖手套再拿剑。,噛まれたかって思うくらい冷たいよ。というかコレ、本当に噛むしね。,물 수도 있으니 조심하세요.,記得戴保暖手套再拿劍。 ,Un froid cinglant. Littéralement. La définition même de givré.,Пронзает холодом. В буквальном смысле. Он. Пронзает. Холодом.,"Não só a dor do corte, mas também a dor do frio.",Acuérdate de usar manoplas.
<!MissingKey:85:Once owned by the Shiny King.>,Once owned by the Shiny King.,Die Krone des glitzernden Königs.,戴上这个王冠别人都不敢直视你，实在是太耀眼了。,かつては栄光ある王が所有してたんだってさ。,한때는 찬란한 왕이 지니던 물건입니다.,戴上這個皇冠別人都不敢直視你，實在是太耀眼了。,Elle a appartenu au roi étincelant.,"Настолько ослепительна, что без слез не взглянешь!",Já foi do Rei Reluzente.,Solía ser propiedad del Rey Reluciente.
"<!MissingKey:86:No matter what you do, people will try to extinguish the banner and it really bothers me.>","No matter what you do, people will try to extinguish the banner and it really bothers me.","Egal was man versucht, Leute versuchen das Banner zu löschen und es nervt mich!",不管你怎么解释，每个人都会去把火扑灭，非常烦人。,キミが何をしたところで、人はこの旗の火を消そうとするだろうね。イライラするよ。,"몇 번을 말해도 다들 깃발에 붙은 불을 끄려고 드는데, 귀찮기 짝이 없습니다.",不管你怎麼解釋，每個人都會去把火撲滅，非常煩人。,"Quoi que vous fassiez, les gens essaieront d'éteindre cette bannière, c'est insupportable.","Как ни пытайся объяснить людям, они все равно пытаются потушить огонь.","As pessoas tentam apagar o estandarte de todo jeito, e isso me irrita muito.",No sé cuántas veces han llamado ya a los bomberos para que vengan a apagarlo...
<!MissingKey:87:All you need to do is become a little bit stronger every day.>,All you need to do is become a little bit stronger every day.,Jeden Tag ein bisschen stärker.,一点加成不算什么，但是积少成多。,えっ？1割だけでいいの？世界の半分までなら出せるよ？,매일 꾸준하게 조금씩 강해지면 됩니다.,一點加成不算什麼，但是積少成多。,"Tout ce que vous avez à faire, c'est de vous renforcer un peu plus chaque jour.","Все, что нужно, — это становиться немного сильнее каждый день.",Tudo o que você precisa fazer é se tornar um pouco mais forte a cada dia.,Todo lo que tienes que hacer es ser un poco más fuerte cada día.
"<!MissingKey:88:It mostly drives you mad by pinching you. Petty, but effective.>","It mostly drives you mad by pinching you. Petty, but effective.","Es treibt dich durch regelmäßiges Zwicken in den Wahnsinn. Etwas albern, aber durchaus fürchterlich. ",穿上去让人很难受，但就是这么设计的。,着ると無性に夜食が食べたくなる鎧。,이 갑옷은 여러분을 꼬집어서 열받게 만듭니다. 간단하지만 효과적이죠.,穿上去讓人很難受，但就是這麼設計的。,"Ses piques de partout vous plongent dans une folie furieuse. Ce n'est pas idiot, du moment que ça fonctionne.","Медленно сводит с ума, пощипывая кожу. Медленно, но эффективно.","Ela belisca para estimular a raiva. É um método bobo, mas eficaz.","Aumenta tu ira asesina a base de pellizcos. No es lo ideal, pero es eficaz."
"<!MissingKey:89:Oh great, the mushroom was what it was missing.>","Oh great, the mushroom was what it was missing.","Oh ja, ein Pilz hat gefehlt.",原来只要加入致幻蘑菇就能变成强力魔药。,毒キノコを使用しているため、白いフワフワが浮かんでいることがありますが、品質には問題ありません。,"오, 빠뜨린 재료가 뭔가 했더니 버섯이었네요.",原來只要加入致幻蘑菇就能變成強效魔藥。,"Génial, il ne manquait plus que le champignon.","Отлично, именно грибов-то нам и не хватало...","Ah, sim, o que estava faltando era o cogumelo.","Ah, sí, solo le hacía falta un poco de seta venenosa."
<!MissingKey:90:Dragons need it cozy.>,Dragons need it cozy.,Drachen brauchen ein wohliges Zuhause.,龙也要一个舒服的地方睡觉。,ドラゴンがくつろぐためにはコレが必要なんだ。,용에게도 쉴 곳은 필요합니다.,龍也要一個舒服的地方睡覺。,Les dragons aussi ont besoin de confort.,Драконам тоже нужен уют.,Dragões precisam de aconchego.,Solo le falta una suscripción a alguna plataforma de «streaming».
<!MissingKey:91:Is it even real music when you know what note will come next?>,Is it even real music when you know what note will come next?,Bei echter Musik überrascht einen jeder Ton.,如果知道演奏的下一个音符是什么，那这还是真正的音乐吗？,次に演奏する音が決まってない即興演奏のほうが、ホンモノの音楽っぽい気がしない？,"다음에 무슨 음이 나올지를 알고 있다면, 이걸 음악이라고 할 수 있을까요?",如果知道演奏的下一個音符是什麼，那還算是真正的音樂嗎？,Est-ce qu'on peut vraiment parler de musique quand on sait quelle note vient après ?,"Возможно ли насладиться музыкой, когда заранее знаешь следующие ноты?",Dá mesmo para chamar de música quando sabemos qual é a próxima nota?,¿Dónde está la magia de la música si ya sabes qué nota viene a continuación?
<!MissingKey:92:Stay hydrated!>,Stay hydrated!,Trinken Sie stets genug!,记得补充水分！,こまめに水分補給！,수분을 섭취하세요!,記得補充水分！,Buvez de l'eau !,Любому организму необходима вода!,Mantenha-se hidratado!,¡Mantente hidratado!
"<!MissingKey:93:Pet him in quill direction, or die, it's your choice.>","Pet him in quill direction, or die, it's your choice.","Streichel mit dem Strich oder stirb, es ist deine Wahl.",记得顺着它的刺去撸，当然你要反着摸我也不拦你。,近寄らないでくれ。俺は無自覚に人を傷つけちまうんだ…,가시 결대로 쓰다듬거나 죽거나. 선택은 여러분의 몫입니다.,記得順著它的刺去撫摸，當然你要反著摸我也不攔你。,"Vous pouvez le caresser dans le sens du poil ou mourir, c'est vous qui voyez.","Не забывайте гладить его только по направлению роста иголок. Хотя я не буду вас останавливать, если вы захотите погладить его в обратном направлении.",Faça carinho nele seguindo a direção dos espinhos ou morra: a escolha é sua.,Cuidado con cómo lo acaricias o te irás sin mano.
<!MissingKey:94:Prophecy says it brings chaos through the means of food poisoning.>,Prophecy says it brings chaos through the means of food poisoning.,Es stürzt die Welt in Chaos – durch Lebensmittelvergiftung.,别和食物放一起，会食物中毒的。,予言によれば、このナベは食中毒で世界に混沌をもたらすという。,.한 예언에 따르면 이 냄비는 식중독으로 인한 대혼란을 불러온다고 합니다.,,La prophétie raconte qu'elle sèmera le chaos à l'aide d'une bonne intoxication alimentaire.,"Пророчество гласит, что этот предмет сеет хаос, отравляя пищу.",Diz a profecia que ela instaura o caos através da intoxicação alimentar.,La profecía avisa de la llegada del demonio de la salmonela.
"<!MissingKey:95:There are also pink rubies, but no one talk about those.>","There are also pink rubies, but no one talk about those.","Es gibt auch pinke Rubine, aber irgendwie interessiert das keinen.",红宝石也有粉色的，但是没什么人喜欢。,ルビーにはピンクのやつもあるんだけど、その話は誰もしたがらないね。,"핑크색 루비도 있긴 하지만, 딱히 신경 쓰는 사람은 없습니다.",紅寶石也有粉色的，但是沒什麼人喜歡。,"Il existe également des rubis roses, mais personne n'en parle jamais.","Еще есть розовые рубины, но о них почему-то никто не говорит.","Existem rubis rosa também, mas ninguém fala deles.","También hay rubíes rosas, pero esos no le importan a nadie."
"<!MissingKey:96:Common does not mean ‘bad’, they are common because they are so great!>","Common does not mean ‘bad’, they are common because they are so great!",„Gewöhnlich“ bedeutet nicht „schlecht“. Standardisierung ist richtig und wichtig.,不要嫌弃普通物品啦！,コモンというありふれたものは「悪い」ということじゃない。とっても優れているからこそ、ありふれているのだ！,"일반적이라는 건 '나쁘다'는 뜻이 아니라, 그만큼 괜찮다는 뜻입니다!",不要嫌棄普通物品啦！,"Ce n'est pas si mal d'être commun, et dans ce cas précis, c'est tout simplement génial !",Обычный не значит «плохой». Обычные вещи великолепны своей обычностью!,"Comum não significa ""ruim"", eles são comuns porque são ótimos!","Que sea común no implica peor calidad, ¡se usa mucho porque es una maravilla!"
<!MissingKey:97:So soft!>,So soft!,So flauschig!!,软软的！,Oh! ポポさん カバンの並びの乱れWatch…ｶﾜｲｲｶﾜｲｲﾈ,말랑하네요!,軟軟的！,Plus doux que doux !,Невероятно мягкий!,Tão macio!,¡Qué suave!
"<!MissingKey:98:Remember, this is not a telephone. Don't respond to it no matter what it says!>","Remember, this is not a telephone. Don't respond to it no matter what it says!","Bitte denk daran, egal was die Banane dir erzählt, sie ist kein Telefon!",记住了，这玩意不是手机。不要回答任何来电！,忘れないで、バナナは電話じゃないからね。何か聞こえたとしても、返事しちゃダメだよ！,이건 전화기가 아닙니다. 무슨 소리가 들려도 절대 대답하지 마세요!,記住了，這玩意不是手機。不管它說什麼都別回話。,"Ce n'est pas un téléphone. Ne décrochez pas, peu importe ce qu'on vous dit !","Помните, что это не телефон. Не отвечайте ему, что бы он ни говорил!","Lembre-se, isto não é um telefone. Não atenda, não importa o que diga!",Recuerda que no es un teléfono. ¡No respondas por mucho que suene!
<!MissingKey:99:Nice to have one of these around in the summer.>,Nice to have one of these around in the summer.,Besonders an heißen Tagen ist es praktisch einen klimatisierten Begleiter zu haben.,显而易见，冰霜巨龙的朋友夏天非常喜欢和它在一起玩耍。,夏場に一家に一匹。,여름에 한 마리 데리고 있으면 좋습니다.,顯而易見，冰霜巨龍的朋友夏天非常喜歡和它在一起玩耍。,C'est toujours agréable d'en avoir un à portée de main pendant l'été.,"То, чего так не хватает жарким летом.",É bom ter um desses no verão.,Siempre viene bien en los días tórridos de verano.
"<!MissingKey:100:There are many different energy sources to burn, don't always focus on fossil fuels.>","There are many different energy sources to burn, don't always focus on fossil fuels.",Man sollte auch Alternativen zu Erdöl bedenken – Mana brennt in einer schönen blauen Flamme.,相比烧煤油，更加环保。,火を燃やすのに必要な燃料にはたくさん種類があるんだ。化石燃料のほかにも、いっぱいね。,태울 수 있는 것들은 많으니 고전적인 화석 연료에 집착할 필요는 없습니다.,相比燒煤油，更加環保。,"Il existe de nombreuses sources d'énergie différentes en termes de combustion, ne vous limitez pas aux combustibles fossiles.",Намного экологичнее большинства горящих предметов.,"Há vários tipos de fonte de energia para queimar, não precisa recorrer sempre aos combustíveis fósseis.","Se pueden quemar muchas cosas distintas, no hay que usar siempre combustibles fósiles."
<!MissingKey:101:Flexibility in combat is overrated.>,Flexibility in combat is overrated.,Beweglichkeit ist überbewertet.,灵活度基本为零，但也无关紧要了。,柔軟性って、バトルで過大評価されてるよね。大事なのは硬さだよ。,전투에 꼭 유연성이 필요하진 않습니다.,靈活度基本為零，但也無關緊要了。,"La flexibilité au combat, c’est surfait.","Подвижность почти нулевая, но кого это волнует.",A flexibilidade em combate não está com nada.,No hace falta ser flexible en combate.
<!MissingKey:102:They help you to put that anger inside of you outside.>,They help you to put that anger inside of you outside.,Holt den inneren Ärger nach außen!,有助于压制住你的愤怒。,このクローは、内なる怒りを外に出すのを助けてくれるんだ。,외부의 분노를 안에 담아둘 수 있게 도와줍니다.,有助於壓制住你的憤怒。,De quoi évacuer toute la colère qui vous habite.,Помогают вымещать гнев.,Elas ajudam a extravasar a raiva que existe dentro de você.,Te ayudan a liberar toda la ira que tienes dentro.
"<!MissingKey:103:Last time they delivered wet stones by accident, it was the moist embarrassing mistake.>","Last time they delivered wet stones by accident, it was the moist embarrassing mistake.","Willkommen bei ""Wetzen, dass...?""! Heute haben wir den Reinhart zu Gast und der sagt, er könne zwölf Äxte in nur einer Stunde schärfen. ",记得在战斗之前把武器磨铮亮！,この間「砥石」と間違ってお客さんに「小石」を届けちゃってさ。小っちゃいけど、大きいミスだったな…,저번엔 실수로 숫돌이 아니라 암돌을 전달했던 적이 있습니다.,記得在戰鬥之前把武器磨利！,"La dernière fois ils ont livré des pierres à eau par erreur, le niveau d’""humidiation""était palpable.","В прошлый раз мне случайно доставили обычные точилки... Понятия не имею, куда их деть.","Da última vez, eles entregaram pedras molhadas por acidente, foi um erro muito constrangedor.",No es lo mismo que las piedras de apilar. Esas tienen otra función.
"<!MissingKey:104:That little horn suits them well, right?>","That little horn suits them well, right?","Das Horn steht ihm, oder?",这本来是我店里的吉祥物，非卖品，你要的话还是卖给你吧。,この小さな角、お似合いだよね？,저 작은 뿔이 정말 잘 어울리지 않나요?,這本來是我店裏的吉祥物，非賣品，你要的話還是賣給你吧。,"Cette petite corne lui va bien, pas vrai ?","Этот маленький рог ей очень идет, согласны?","Esse chifrezinho combina com eles, concorda?","Qué bien le queda el cuerno, ¿eh?"
<!MissingKey:105:It's time to PLAY SOME CARDS!>,It's time to PLAY SOME CARDS!,Zeit für ein K-K-K-K-Kartenspiel!,不如先打一局牌。,さあ、決闘の時間だ！,카드놀이 한 번 해볼까요?,不如先打一局卡牌吧。,Il est temps de JOUER AUX CARTES !,Время сыграть в карты.,Está na hora de JOGAR CARTAS!,¡Vamos a jugar a las cartas!
<!MissingKey:106:The bane of foes and potatos!>,The bane of foes and potatos!,Macht Extraschaden gegen Kartoffeln!,在用作武器之余还能煎土豆！,食べ物が近くにある時かピンク服の姫が握った時に強力になるよ。,모든 적과 감자에게 재앙을!,除了料理敵人以外，也能料理馬鈴薯！,Le fléau des ennemis et des patates !,"И врага устрашит, и картошку пожарит.",O terror dos inimigos e das batatas!,¡El castigo de los enemigos y de las patatas!
<!MissingKey:107:It's just easier to deal some damage when you feel safe and protected.>,It's just easier to deal some damage when you feel safe and protected.,"Es ist so viel einfacher, richtig Schaden auszuteilen, wenn man sich sicher und geborgen fühlt.",防御高了才能安心打出伤害。,良い守備から良い攻撃。,"안전하고 보호받고 있다고 느낄 때가, 다치기 더 쉬운 때입니다.",防禦高了才能安心打出傷害。,"Quoi qu'on en dise, c'est vraiment plus facile d’infliger des dégâts quand on se sent en sécurité et protégé.","Гораздо легче атаковать, когда не нужно беспокоиться о защите.",É bem mais fácil causar dano quando nos sentimos seguros e protegidos.,Es más fácil infligir daño si sabes que tienes algo que te protege.
"<!MissingKey:108:You could call it a club, but it's a really well made club.>","You could call it a club, but it's a really well made club.","Du kann es eine Keule nennen, aber es ist eine schöne Keule.",也可以当近战武器使用。,こん棒って呼んでもいいよ。ただし、コレはすごく上等なこん棒だけどね。,"이건 몽둥이가 아니냐고 하실 수도 있지만, 그래도 굉장히 잘 만든 몽둥이랍니다.",也可以當近戰武器使用。,"Oui, c'est un gourdin, si vous voulez, mais c'est un gourdin très bien fait.","Хорош и в магии, и больно бьет по голове.","Até lembra uma bengala, mas não deve ser nada agradável usá-lo como tal.",Menos mal que no tiene pinchos en el mango...
<!MissingKey:109:These make great oven mittens.>,These make great oven mittens.,Die perfekten Ofenhandschuhe.,也可以用来当做烤箱隔热手套。,オーブンから料理を取り出すとき、ミトンとして使えるんだ。,오븐 장갑으로 쓰기 좋네요.,也可以用來當做烤箱隔熱手套。,Ces gants sont parfaits pour le four.,Можно использовать как варежки для духовки.,São boas substitutas para as luvas de forno.,También los puedes usar para sacar las cosas del horno.
"<!MissingKey:110:Sometimes, the box is even more fun than its contents.>","Sometimes, the box is even more fun than its contents.",Manchmal ist die Verpackung das beste!,有时候，盒子本身比装的内容更珍贵。,たまにあるよね。中身よりも、箱のほうが嬉しいこと。,열었을 때보다 열기 전이 더 즐거운 상자도 있죠.,有時候，盒子本身比裝的內容更珍貴。,"Parfois, la boîte est encore plus plaisante que son contenu.","Иногда сама коробка даже интереснее, чем ее содержимое.","Às vezes, a caixa é mais legal do que as coisas que tem nela.",A veces es mejor la caja que lo que tiene dentro.
"<!MissingKey:111:When it starts giving you orders, just say no, it's only a bush and has no authority.>","When it starts giving you orders, just say no, it's only a bush and has no authority.","Wenn sie dir Befehle gibt, sag einfach Nein. Sie ist nur ein Busch und hat keine Autorität.",不要害怕，就是一把起火的树枝。,コイツが命令してきたら、きっぱり拒否してね。ただの燃えてる枝で、なんの権限も持ってないんだから。,"채찍이 뭔가 명령을 내리기 시작한다면, 그냥 무시하세요. 아무런 힘도 없습니다.",不要害怕，就是一把起火的樹枝。,"Lorsqu'il commence à vous donner des ordres, dites simplement non, ce n'est qu'un buisson et il n'a aucune autorité.","Когда она начнет вами командовать, просто скажите «нет». Это всего лишь растение и у нее нет никаких полномочий.","Quando ele começar a te dar ordens, basta negar; é só um arbusto sem autoridade alguma.","Cuando empiece a darte órdenes, dile que no vas a escuchar a un matojo en llamas."
"<!MissingKey:112:With the right know-how, anything fits anywhere.>","With the right know-how, anything fits anywhere.","Wenn man weiß wie, passt alles überall hin.",只要知道方法，没有什么是锻造不出的。,正しいコツさえわきまえてれば、あらゆるモノはどこにでも収納できるのさ。,망치로 할 수 있는 건 다 할 수 있습니다.,只要知道方法，沒有什麼是鍛造不出的。,"Avec un peu de savoir-faire, tout peut s'adapter n'importe où.","Создать можно все, что угодно, только бы знать как...","Nada se perde, tudo se transforma.","Si sabes cómo, se puede guardar cualquier cosa en cualquier sitio."
