key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:76:$h[Runes] are offered in the shop. $t[Start of battle:] Gain $p1 $lucky for each socketed $h[Gemstone]. $t[Every $cds:] Use $p2 $lucky to gain \~$p3 random buffs.>,$h[Runes] are offered in the shop. $t[Start of battle:] Gain $p1 $lucky for each socketed $h[Gemstone]. $t[Every $cds:] Use $p2 $lucky to gain \~$p3 random buffs.,"$h[Runen] werden im Laden angeboten. $t[Kampfbeginn:] Erhalte $p1 $lucky pro $h[Edelstein] in einem Sockel. $t[Alle $cds:] Nutze $p2 $lucky, um $p3 zufällige Buffs zu erhalten.",$h[卢恩符文]将在商店售出。$t[战斗开始时：]每有一个放入槽位的$h[宝石]，获得$p1点$lucky。$t[每$cds：]消耗$p2点$lucky以获得$p3层随机增益效果。,$h[ルーン]がショップで売られるようになる $t[バトル開始時：]装着した$h[宝石]1個につき$p1 $lucky を獲得する $t[$cd秒毎：]$p2 $lucky を消費して、$p3バフを獲得する,$h[룬]이 상점에 등장합니다. $t[전투 시작 시:] 소켓에 배치된 $h[보석]마다 $lucky을 $p1 획득합니다. $t[$cd초마다:] $lucky을 $p2 사용해 무작위 버프를 $p3개 획득합니다.,$h[盧恩符文]將在商店售出。$t[戰鬥開始時：]每有一個放入欄位的$h[寶石]，獲得$p1點$lucky。$t[每$cd秒：]消耗$p2點$lucky以獲得$p3層隨機增益效果。,Des $h[Runes] sont disponibles dans la boutique. $t[Au début du combat :] gagnez $p1 $lucky pour chaque $h[Pierre précieuse] incrustée. $t[Toutes les $cd s :] utilisez $p2 $lucky pour gagner $p3 bonus aléatoires.,"$h[Руны] различных типов будут продаваться в магазине. $t[Начало боя:] добавляет $p1 $lucky за каждый $h[самоцвет], размещенный в слоте предмета. $t[Раз в $cd сек.:] использует $p2 $lucky, чтобы получить $p3 случайных усилений.",$h[Runas] são disponibilizadas na loja. $t[Início da batalha:] Ganhe $p1 $lucky por cada $h[Gema] encaixada. $t[A cada $cd s:] Gasta $p2 $lucky para ganhar $p3 buffs aleatórios.,Las $h[Runas] se venden en la tienda. $t[Al comienzo de la batalla:] Obtiene $p1 $lucky por cada $h[Gema] engarzada. $t[Cada $cd s:] Usa $p2 $lucky para obtener $p3 ventajas al azar.
<!MissingKey:77:Flame>,Flame,Flamme,火焰,フレイム,불꽃,火焰,Flamme,Пламя,Chama,Llama
<!MissingKey:78:Amethyst Egg>,Amethyst Egg,Amethystei,紫水晶龙蛋,アメシストエッグ,자수정 알,紫水晶龍蛋,Œuf améthyste,Аметистовое яйцо,Ovo de Ametista,Huevo amatista
<!MissingKey:79:$fatigue[Fatigue] starts $p1s earlier. $t[$affected $h[Moon Armor] activates:] \~Inflict $p_blind $blind. $t[$affected $h[Moon Shield] activates:] \~Reflect $h[1] debuff. $t[$fatigue[Fatigue] starts:] Increase your maximum health by $p_maxhealth%.>,$fatigue[Fatigue] starts $p1s earlier. $t[$affected $h[Moon Armor] activates:] \~Inflict $p_blind $blind. $t[$affected $h[Moon Shield] activates:] \~Reflect $h[1] debuff. $t[$fatigue[Fatigue] starts:] Increase your maximum health by $p_maxhealth%.,$fatigue[Erschöpfung] beginnt $p1s früher. $t[$affected $h[Mondrüstung] aktiviert:] Verursache $p_blind $blind. $t[$affected $h[Mondschild] aktiviert:] Reflektiere $h[1] Debuff. $t[$fatigue[Erschöpfung] beginnt:] Erhöhe dein Maximalleben um $p_maxhealth%.,$fatigue[疲惫]提前$p1s开始。$t[$affected的$h[月光护甲]激活时：]向对手施加$p_blind层$blind。$t[$affected的$h[月光盾]激活时：]反射$h[1]层减益效果。 $t[$fatigue[疲惫]开始时：]增加$p_maxhealth%最大生命值。,$fatigue[疲労]の開始が$p1秒早くなる $t[$affectedにある$h[月の鎧]発動時：]$p_blind $blind を付与する $t[$affectedにある$h[月の盾]発動時：]$h[1]デバフを反射する $t[$fatigue[疲労]開始時：]体力最大値が$p_maxhealth%増える,$fatigue[피로]가 $p1초 빨리 시작됩니다. $t[$affected에 위치한 $h[달의 갑옷] 발동 시:] $blind을 $p_blind 부여합니다. $t[$affected에 위치한 $h[달의 방패] 발동 시:] 디버프를 $h[1]개 반사합니다. $t[$fatigue[피로] 시작 시:] 최대 체력이 $p_maxhealth%만큼 증가합니다.,$fatigue[疲憊]提前$p1s開始。$t[$affected的$h[月光護甲]啟動時：]向對手施加$p_blind層$blind。$t[$affected的$h[月光盾]啟動時：]反射$h[1]層減益效果。 $t[$fatigue[疲憊]開始時：]增加$p_maxhealth%最大生命值。,La $fatigue[Fatigue] commence $p1 s plus tôt. $t[Par $h[Armure de lune] $affected active :] infligez $p_blind $blind. $t[Par $h[Bouclier de lune] $affected actif :] renvoyez $h[1] malus. $t[La $fatigue[Fatigue] commence :] guérissez de $p_maxhealth % des PV max.,$fatigue[Истощение] наступает на $p1 сек. раньше. $t[При активации $affected $h[Лунного доспеха]:] накладывает на противника $p_blind $blind. $t[При активации $affected $h[Лунного щита]:] отражает $h[1] негативный эффект. $t[При активации $fatigue[усталости]:] восстанавливает герою $p_maxhealth% макс. здоровья.,$fatigue[Cansaço] começa $p1 s mais cedo. $t[$affected $h[Armadura Lunar] ativa:] Inflige $p_blind $blind. $t[$affected $h[Escudo Lunar]:] Reflete $h[1] debuff. $t[$fatigue[Cansaço] começa:] Cura por $p_maxhealth% da sua vida máxima.,La $fatigue[fatiga] empieza $p1 s antes. $t[Al activar $affected $h[Armadura lunar]:] Inflige $p_blind $blind. $t[Al activar $affected $h[Escudo lunar]:] Devuelve $h[1] desventaja. $t[Al empezar la $fatigue[fatiga]:] Recupera un $p_maxhealth % de los PS máx.
<!MissingKey:80:Dig Deeper>,Dig Deeper,Spezialspaten,挖呀挖,深掘り,더 깊게,挖呀挖,Pelle des profondeurs,Копатель,Cavar mais Fundo,Cavajondo
<!MissingKey:81:$t[Every $cds:] Randomly gain $p1 $lucky \~$m[or] $p2 $regen $m[or] $p3 $empower. >,"$t[Every $cds:] Randomly gain $p1 $lucky \~$m[or] $p2 $regen $m[or] $p3 $empower. 

 Triggers $p4% faster for each $affected $h[Pet]. Triggers $p5% faster for each $affected $h[Food].","$t[Alle $cds:] Erhalte zufällig $p1 $lucky $m[oder] $p2 $regen $m[oder] $p3 $empower. 

  Aktiviert $p4% schneller pro $affected $h[Gefährte]. Aktiviert $p5% schneller pro $affected $h[Essen].","$t[每$cds：]随机获得以下加成中的一种，$p1点$lucky、$p2层$regen、$p3层$empower。

每有一个$affected的$h[宠物]，效果触发快$p4%。每有一个$affected的$h[食物]，效果触发快$p5%。","$t[$cd秒毎：]$p1 $lucky $m[または]$p2 $regen $m[または]$p3 $empower をランダムに獲得する 

$affectedにある$h[ペット]1体につき使用速度が$p4%上がり、$affectedにある$h[食べ物]1個につき使用速度が$p5%上がる","$t[$cd초마다:] $lucky $p1 $m[혹은] $regen $p2 $m[혹은] $empower $p3 중 하나를 무작위로 획득합니다.

$affected에 위치한 $h[펫]마다 $p4% 빠르게 발동합니다. $affected에 위치한 $h[음식]마다 $p5% 빠르게 발동합니다. ","$t[每$cd秒：]隨機獲得以下加成中的一種，$p1點$lucky、$p2層$regen、$p3層$empower。

每有一個$affected的$h[寵物]，效果觸發快$p4%。每有一個$affected的$h[食物]，效果觸發快$p5%。","$t[Toutes les $cd s :] gagnez aléatoirement $p1 $lucky $m[u] $p2 $regen $m[ou] $p3 $empower. 

 Se déclenche $p4 % plus vite pour chaque $h[Familier] $affected. Se déclenche $p5 % plus vite pour chaque $h[Nourriture] $affected.","$t[Раз в $cd сек.:] Случайным образом добавляет $p1 $lucky $m[или] $p2 $regen $m[или] $p3 $empower. 

 Срабатывает на $p4% чаще за каждый $affected предмет типа $h[питомец]. Срабатывает на $p5% чаще за каждый $affected предмет типа $h[еда].","$t[A cada $cd s:] Ganha aleatoriamente $p1 $lucky $m[ou] $p2 $regen $m[ou] $p3 $empower. 

 Ativa $p4% mais rápido por cada $h[Animal] $affected. Ativa $p5% mais rápido por cada $h[Alimento] $affected.","$t[Cada $cd s:] Obtiene al azar $p1 $lucky $m[o] $p2 $regen $m[o] $p3 $empower. 

 Se activa un $p4 % más rápido por cada $affected $h[Mascota]. Se activa un $p5 % más rápido por cada $h[Comida] $affected."
<!MissingKey:82:Gloves of Power>,Gloves of Power,Krafthandschuhe,力量手套,剛力のグローブ,힘의 장갑,力量手套,Gants de puissance,Перчатки силы,Luvas do Poder,Guantes del poder
<!MissingKey:83:Amulet of Darkness>,Amulet of Darkness,Amulet der Dunkelheit,黑暗护符,暗黒のアミュレット,암흑의 아뮬렛,黑暗護符,Amulette des ténèbres,Амулет тьмы,Amuleto da Escuridão,Amuleto de oscuridad
<!MissingKey:84:Mana Mastery>,Mana Mastery,Manameister,魔法大师,魔法熟達,마나 마스터리,魔法大師,Maîtrise de mana,Контроль маны,Maestria de Mana,Maestría de maná
<!MissingKey:85:$t[After $cds:] Heal for $p_heal + $p_heal_bonus for each \~$affected $holy-item.>,$t[After $cds:] Heal for $p_heal + $p_heal_bonus for each \~$affected $holy-item.,$t[Nach $cds:] Heile um $p_heal + $p_heal_bonus pro \~$affected $holy-Gegenstand. ,$t[$cds后：]恢复生命$p_heal点（每个$affected的$holy物品增加$p_heal_bonus点）。,$t[$cd秒後：]体力を$p_heal回復する（$affectedにある $holy アイテム1個につき回復量 +$p_heal_bonus）,"$t[$cd초 후:] 체력을 $p_heal 회복하며, $affected에 위치한 $holy 아이템마다 회복량이 $p_heal_bonus씩 증가합니다.",$t[$cds後：]恢復生命$p_heal點（每個$affected的$holy物品增加$p_heal_bonus點）。,$t[Après $cd s :] guérissez de $p_heal + $p_heal_bonus pour chaque objet $holy $affected.,$t[Через $cd сек.:] восстанавливает $p_heal ед. здоровья + $p_heal_bonus за каждый $affected $holy предмет.,$t[Após $cd s:] Restaura $p_heal de vida + $p_heal_bonus por cada item-$holy $affected).,$t[Tras $cd s:] Recupera $p_heal + $p_heal_bonus PS por cada objeto $holy $affected.
<!MissingKey:86:$chance% chance for each $lucky to protect $poison on your opponent from being cleansed. $t[Start of battle:] Gain $p_luck $lucky and $p_maxhealth maximum health for each $affected $h[Pet]. $t[Every $cds:] Inflict $p_poison $poison.>,$chance% chance for each $lucky to protect $poison on your opponent from being cleansed. $t[Start of battle:] Gain $p_luck $lucky and $p_maxhealth maximum health for each $affected $h[Pet]. $t[Every $cds:] Inflict $p_poison $poison.,"$chance% Chance pro $lucky, $poison auf deinem Gegner vor dem Entfernen zu schützen. $t[Kampfbeginn:] Erhalte $p_luck $lucky und $p_maxhealth Maximalleben für jeden $affected $h[Gefährten]. $t[Alle $cds:] Verursache $p_poison $poison.",每有一点$lucky将获得$chance%的几率阻止对手身上的$poison被净化。$t[战斗开始时：]每有一个$affected的$h[宠物]，将获得$p_luck点$lucky和$p_maxhealth点最大生命值。$t[每$cds：]向对手施加$p_poison层$poison。,$lucky 1スタックにつき$chance%の確率で、相手の $poison 解除効果を阻害する $t[バトル開始時：]$affectedにある$h[ペット]1体につき、$p_luck $lucky を獲得し、体力最大値が$p_maxhealth増える $t[$cd秒毎：]$p_poison $poison を付与する,"$lucky마다 $chance%의 확률로 상대에게 부여된 $poison이 제거되는 것을 막습니다. $t[전투 시작 시:] $affected에 위치한 $h[펫]마다 $lucky을 $p_luck, 최대 체력을 $p_maxhealth 획득합니다. $t[$cd초마다:] $poison을 $p_poison 부여합니다.",每有一點$lucky將獲得$chance%的機率阻止對手身上的$poison被淨化。$t[戰鬥開始時：]每有一個$affected的$h[寵物]，將獲得$p_luck點$lucky和$p_maxhealth點最大生命值。$t[每$cd秒：]向對手施加$p_poison層$poison。,$chance % de chance pour chaque $lucky de protéger $poison de votre adversaire d'être purgé. $t[Au début du combat :] gagnez $p_luck $lucky et $p_maxhealth des PV max pour chaque $h[Familier] $affected. $t[Toutes les $cd s :] infligez $p_poison $poison.,Каждый эффект $lucky снижает шанс снятия $poison с противника на $chance%. $t[Начало боя:] добавляет $p_luck $lucky и повышает максимальное здоровье на $p_maxhealth ед. за каждый $affected предмет типа $h[питомец]. $t[Раз в $cd сек.:] накладывает на противника $p_poison $poison.,$chance% de chance por cada $lucky de impedir que $poison do seu oponente seja purificado. $t[Início da batalha:] Ganhe $p_luck $lucky e $p_maxhealth de vida máxima por cada $h[Animal] $affected. $t[A cada $cds:] Inflige $p_poison $poison.,$chance % de probabilidad por cada $lucky de evitar que el rival se elimine $poison. $t[Al comienzo de la batalla:] Obtiene $p_luck $lucky y $p_maxhealth PS máx. por cada $affected $h[Mascota]. $t[Cada $cd s:] Inflige $p_poison $poison.
<!MissingKey:87:Amulet of Life>,Amulet of Life,Lebensamulett,生命护符,生命のアミュレット,생명의 아뮬렛,生命護符,Amulette de vie,Амулет жизни,Amuleto da Vida,Amuleto vital
<!MissingKey:88:Hedgehog>,Hedgehog,Igel,刺猬,ハリネズミ,고슴도치,刺蝟,Hérisson,Ежик,Porco-espinho,Erizo
<!MissingKey:89:Anvil>,Anvil,Amboss,铁砧,かなとこ,모루,鐵砧,Enclume,Наковальня,Bigorna,Yunque
<!MissingKey:90:Vineweave Basket>,Vineweave Basket,Rankenkorb,藤条编织篮,つる織りバスケット,덩굴매듭 바구니,藤條編織籃,Panier en vigne,Плетеная корзина,Cesta de Videira,Cesta de cáñamo
<!MissingKey:91:Mrs. Struggles>,Mrs. Struggles,Lieselotte Seelenpein,贴贴女士,ミセス・ストラグルズ,버둥 부인,貼貼女士,Mme Rixe,Миссис Обнимашка,Sra. Descontente,Sra. Penurias
<!MissingKey:92:Paradise Birb>,Paradise Birb,Regenbogen- Piepmatz,极乐小鸟,極楽チュン,극락조,極樂小鳥,Paradisier,Райская птица,Pássaro do Paraíso,Pájarillo del paraiso
<!MissingKey:93:Uniquely Unique>,Uniquely Unique,Am Einzigartigsten,万里挑一,ユニークなユニーク,유니크한 유니크,萬裏挑一,Particulièrement unique,Уникально-уникальный,Unicamente Único,Singularmente único
<!MissingKey:94:Sun Armor>,Sun Armor,Sonnenpanzer,日耀护甲,太陽の鎧,태양의 갑옷,日耀護甲,Armure de soleil,Солнечный доспех,Armadura Solar,Armadura solar
<!MissingKey:95:Strong Vampiric Potion>,Strong Vampiric Potion,Starker Vampirtrank,强力吸血魔药,極吸血のポーション,강력한 흡혈 포션,強效吸血魔藥,Potion vampirique forte,Усиленное зелье вампиризма,Poção Vampírica Potente,Poción vampírica potente
<!MissingKey:96:$red[Items use +$p_staminacost% stamina.] $t[Start of battle:] Gain $block $bl. $t[Every $cds]: Remove $p_spikes $spikes and $p_empower $empower from opponent. $t[Health drops below $p_healtht%:] Gain $bl equal to $p_blockperhealth% of your missing health (once).>,$red[Items use +$p_staminacost% stamina.] $t[Start of battle:] Gain $block $bl. $t[Every $cds]: Remove $p_spikes $spikes and $p_empower $empower from opponent. $t[Health drops below $p_healtht%:] Gain $bl equal to $p_blockperhealth% of your missing health (once).,$red[Gegenstände verbrauchen +$p_staminacost% Ausdauer.] $t[Kampfbeginn:] Erhalte $block $bl. $t[Alle $cds:] Entferne $p_spikes $spikes und $p_empower $empower vom Gegner. $t[Leben fällt unter $p_healtht%:] Erhalte $bl äquivalent zu $p_blockperhealth% deines fehlenden Lebens (einmalig). ,$red[耐力值消耗增加$p_staminacost%]。$t[战斗开始时：]获得$block点$bl。$t[每$cds：]移除对手$p_spikes层$spikes和$p_empower层$empower。$t[当生命值低于$p_healtht%时：]获得等同于$p_blockperhealth%点损失生命值的$bl（单次触发）。,$red[アイテムのスタミナ消費値 +$p_staminacost%] $t[バトル開始時：]$block $bl を獲得する $t[$cd秒毎：]相手から$p_spikes $spikes と$p_empower $empower を除去する $t[体力が$p_healtht%未満に低下時：]失っている体力の$p_blockperhealth%に等しい $bl を獲得する（1回のみ）,"$red[스태미나 사용량이 $p_staminacost% 증가합니다.] $t[전투 시작 시:] $bl를 $block 획득합니다. $t[$cd초마다]: 상대의 $spikes를 $p_spikes, $empower를 $p_empower 제거합니다. $t[체력이 $p_healtht% 아래로 떨어질 시:] 잃어버린 체력의 $p_blockperhealth%에 해당하는 $bl를 획득합니다 (한 번).",$red[耐力值消耗增加$p_staminacost%]。$t[戰鬥開始時：]獲得$block點$bl。$t[每$cd秒：]移除對手$p_spikes層$spikes和$p_empower層$empower。$t[當生命值低於$p_healtht%時：]獲得等同於$p_blockperhealth%點損失生命值的$bl（單次觸發）。,$red[Les objets utilisent +$p_staminacost % d'endurance.] $t[Au début du combat :] gagnez $block $bl. $t[Toutes les $cd s :] retirez $p_spikes $spikes et $p_empower $empower à votre adversaire. $t[PV inférieurs à $p_healtht % :] gagnez $bl à hauteur de $p_blockperhealth % de vos PV perdus (une fois).,$red[Предметы используют +$p_staminacost% энергии.] $t[Начало боя:] добавляет $block $bl. $t[Раз в $cd сек.]: снимает с противника $p_spikes $spikes и $p_empower $empower. $t[При здоровье ниже $p_healtht%:] добавляет $bl в размере $p_blockperhealth% от недостающего здоровья героя (один раз за бой).,$red[Itens usam +$p_staminacost% de vigor.] $t[Início da batalha:] Ganha $block $bl. $t[A cada $cd s]: Remove $p_spikes$spikes e $p_empower $empower do oponente. $t[Vida abaixo de $p_healtht%:] Ganha $bl igual a $p_blockperhealth% da sua vida perdida (uma vez).,$red[Los objetos usan +$p_staminacost de resistencia.] $t[Al comienzo de la batalla:] Obtiene $block $bl. $t[Cada $cd s]: Elimina $p_spikes $spikes y $p_empower $empower del rival. $t[PS por debajo del $p_healtht %:] Obtiene $bl equivalente al $p_blockperhealth % de los PS perdidos (una vez).
<!MissingKey:97:$t[On hit:] $chance% chance to gain $p1 $heat. $t[$p2 $heat gained:] This and $affected $h[Weapons] gain +$p3 damage.>,$t[On hit:] $chance% chance to gain $p1 $heat. $t[$p2 $heat gained:] This and $affected $h[Weapons] gain +$p3 damage.,"$t[Bei Treffer:] $chance% Chance, $p1 $heat zu erhalten. $t[$p2 $heat erhalten:] Dieser Gegenstand und $affected $h[Waffen] verursachen +$p3 Schaden.",$t[击中对手时：]有$chance%的几率获得$p1层$heat。$t[每获得$p2层$heat：]火焰短剑和$affected的$h[武器]伤害+$p3。,$t[ヒット時：]$chance%の確率で$p1 $heat を獲得する $t[$p2 $heat 獲得毎：]この武器と$affectedにある$h[武器]のダメージ値が$p3増える,$t[적중 시:] $chance%의 확률로 $heat를 $p1 획득합니다. $t[$heat를 $p2 획득 시:] 이 아이템과 $affected에 위치한 $h[무기]가 가하는 피해가 $p3 증가합니다.,$t[命中對手時：]有$chance%的機率獲得$p1層$heat。$t[總共獲得的$heat層數達到$p2時：]火焰短劍和$affected的$h[武器]傷害+$p3點。,$t[Par coup :] $chance % de chance de gagner $p1 $heat. $t[En gagnant $p2 $heat :] lui donne et aux $h[Armes] $affected +$p3 de dégâts.,$t[При попадании:] шанс $chance% добавить $p1 $heat. $t[Если у героя не менее $p2 $heat:] сам меч и $affected $h[оружие] повышают урон на $p3 ед.,$t[Ao acertar:] $chance% de chance de ganhar $p1 $heat. $t[$p2 $heat ganhos:] Aumenta o dano desta e das $h[Armas] $affected em $p3.,$t[Al golpear:] $chance % de probabilidad de obtener $p1 $heat. $t[Al ganar $p2 $heat:] Esta y otras $affected $h[Armas] infligen $p3 más de daño.
<!MissingKey:98:Holdall>,Holdall,Reisetasche,旅行袋,旅行カバン,여행용 가방,旅行袋,Contientout,Все-хранитель,Bolsa de Armazenamento,Petatón
<!MissingKey:99:Emerald Whelp>,Emerald Whelp,Smaragddrachi,翡翠幼龙,エメラルドの幼竜,에메랄드 새끼용,綠寶石幼龍,Dragonneau émeraude,Изумрудный дракончик,Dragãozinho de Esmeralda,Cría esmeralda
<!MissingKey:100:Chance to find $treasure-items +$p_uniques%. >,"Chance to find $treasure-items +$p_uniques%. 

 Your $h[Weapons] use -$p_stamina% stamina. 

 (Rewarded for starting as a random character.)","Chance, einen $treasure-Gegenstand zu finden +$p_uniques%. 
 Deine $h[Waffen] verbrauchen -$p_stamina% Ausdauer. 

 (Eine Belohnung dafür, mit einem zufälligen Charakter zu starten.)","找到$treasure物品的几率+$p_uniques%。

你的$h[武器]消耗的耐力-$p_stamina%。

（作为选择随机角色的奖励。）","$treasure アイテムの出現確率 +$p_uniques% 

$h[武器]のスタミナ消費値 -$p_stamina% 

（ランダムなキャラクターで開始した報酬）","$treasure 아이템을 발견할 확률이 $p_uniques% 증가합니다.

내 $h[무기]가 스태미나를 $p_stamina% 적게 사용합니다.

(무작위 캐릭터로 시작 시 보상으로 주어집니다.)","找到$treasure物品的幾率+$p_uniques%。

你的$h[武器]消耗的耐力-$p_stamina%。

（作為選擇隨機角色的獎勵。）","Chance de trouver des objets $treasure +$p_uniques %.

 Vos $h[armes] utilisent -$p_stamina % d'endurance. 

 (Récompense pour avoir commencé avec un personnage aléatoire.)","Шанс найти $treasure предметы +$p_uniques%. 

 $h[Оружие] расходует на $p_stamina% меньше энергии. 

 (Выдается за выбор случайного героя.)","Chance de encontrar itens-$treasure +$p_uniques%. 

 Suas $h[Armas] gastam -$p_stamina% de vigor. 

 (Recompensa por iniciar com uma personagem aleatória.)","Probabilidad de encontrar objetos de $treasure +$p_uniques %. 

 Tus $h[armas] gastan un $p_stamina % menos de resistencia. 

 (Recompensa por empezar como un personaje aleatorio)."
<!MissingKey:101:Maneki-neko>,Maneki-neko,Maneki-neko,幸运招财猫,招きネコ,마네키네코,幸運招財貓,Maneki-neko,Манэки-нэко,Gato da Sorte,Maneki-neko
<!MissingKey:102:$h[Fanny Packs] give +$p_speed% trigger speed. >,"$h[Fanny Packs] give +$p_speed% trigger speed. 

 $h[Stamina Sacks] give $p_stamina% base stamina regeneration. 

 $h[Potion Belts] give $p_buffs buffs when a $h[Potion] inside is consumed. 

 $h[Protective Purses] give +$p_block $bl.","$h[Bauchtaschen] geben +$p_speed% Aktivierungsgeschwindigkeit. 

 $h[Turnbeutel] geben $p_stamina% Basis-\~Ausdauerregeneration. 

 $h[Tranktaschen] geben $p_buffs Buffs, wenn ein $h[Trank] darin ausgetrunken wird. 

 $h[Schützende Schatullen] geben +$p_block $bl.","$h[腰包]触发速度+$p_speed%。

 $h[耐力包]获得$p_stamina%基础耐力恢复。

 $h[魔药腰带]当背包内$h[魔药]被消耗时，获得$p_buffs层增益效果。

 $h[守护钱包]获得+$p_block点$bl。","$h[ウエストポーチ]による使用速度アップ効果 +$p_speed% 

$h[スタミナバッグ]により基礎スタミナ回復量 +$p_stamina% 

$h[ポーションベルト]の中にある$h[ポーション]を消費するたびに$p_buffsバフを獲得する 

$h[守護のハンドバッグ]による $bl +$p_block","$h[허리 가방]이 발동 속도를 $p_speed% 더 빠르게 합니다.

$h[스태미나 자루]가 기본 스태미나 재생량이 $p_stamina% 증가시킵니다.

$h[포션 벨트]가 내부에 위치한 $h[포션]이 소모될 시 버프를 $p_buffs개 부여합니다.

$h[보호의 주머니]가 $bl를 $p_block 부여합니다.","$h[腰包]觸發速度+$p_speed%。

 $h[耐力包]獲得$p_stamina%基礎耐力恢復。

 $h[魔藥腰帶]當背包內$h[魔藥]被消耗時，獲得$p_buffs層增益效果。

 $h[守護錢包]獲得+$p_block點$bl。","Les $h[Besaces] donnent +$p_speed % de vitesse de déclenchement. 

 Les $h[Sacs d'endurance] donnent $p_stamina % de régénération d'endurance de base. 

 Les $h[Ceintures de potions] donnent $p_buffs bonus lorsqu'une $h[Potion] à l'intérieur est consommée. 

 Les $h[Sacs à main protecteur] donnent +$p_block $bl.","$h[Поясные сумки] повышают скорость срабатывания предметов на $p_speed%. 

 $h[Мешки энергии] восстанавливают $p_stamina% базовой энергии. 

 $h[Сумки для зелий] добавляют до $p_buffs усилений, когда используются $h[зелья] внутри. 

 $h[Сумки защиты] добавляют $p_block $bl.","$h[Pochetes] dão +$p_speed% de velocidade de acionamento. 

 $h[Sacos de Vigor] dão $p_stamina% de regeneração básica de vigor. 

 $h[Cintos de Poções] concedem $p_buffs buffs quando uma $h[Poção] dentro é consumida. 

 $h[Bolsas Protetoras] dão +$p_block $bl.","Las $h[Riñoneras] aportan +$p_speed % velocidad de activación. 

 Los $h[Zurrones de resistencia] aportan un $p_stamina % de regeneración de resistencia básica. 

 Los $h[Cinturones de pociones] aportan $p_buffs ventajas cuando se consumen $h[pociones] de su interior. 

 Las $h[Bolsas protectoras] aportan +$p_block $bl."
<!MissingKey:103:$t[Start of battle:] $red[Both] players take \~-$p_damreduction% damage for $p2s. Inflict $p_cold $cold. >,$t[Start of battle:] $red[Both] players take \~-$p_damreduction% damage for $p2s. Inflict $p_cold $cold. ,$t[Bei Kampfbeginn:] $red[Beide] Spieler erhalten -$p_damreduction% Schaden für $p2s. Verursache $p_cold $cold.,$t[战斗开始时：] $red[两名]玩家受到的伤害-$p_damreduction%，持续$p2s。向对手施加$p_cold层$cold。,$t[バトル開始時：]$p2秒間、$red[両方]のプレイヤーが受けるダメージ -$p_damreduction%。$p_cold $cold を付与する,$t[전투 시작 시:] $red[두] 플레이어는 $p2초 동안 받는 피해가 $p_damreduction% 감소합니다. $cold를 $p_cold 부여합니다.,$t[戰鬥開始時：] $red[兩名]玩家受到的傷害-$p_damreduction%，持續$p2s。向對手施加$p_cold層$cold。,$t[Au début du combat :] les $red[Deux] joueurs subissent $p_damreduction % de dégâts en moins pendant $p2 s. Infligez $p_cold $cold.,$t[Начало боя:] $red[оба] игрока получают -$p_damreduction% урона в течение $p2 сек. Накладывает на противника$p_cold $cold.,$t[Início da batalha:] $red[Ambos] os jogadores recebem -$p_damreduction% de dano por $p2 s. Inflige $p_cold $cold.,$t[Al comienzo de la batalla:] $red[Ambos] jugadores reciben -$p_damreduction% de daño durante $p2 s. Inflige $p_cold de $cold.
<!MissingKey:104:Deals +$p_dambonus% damage but attacks $p_speedreduction% slower ($bag).>,Deals +$p_dambonus% damage but attacks $p_speedreduction% slower ($bag).,"Verursacht +$p_dambonus% Schaden, aber greift $p_speedreduction% langsamer an ($bag).",造成的伤害+$p_dambonus%，但攻击速度变慢$p_speedreduction% ($bag)。,与ダメージ +$p_dambonus%、使用速度が$p_speedreduction%下がる（$bag）,"가하는 피해가 $p_dambonus% 증가하지만, $p_speedreduction% 느리게 공격합니다 ($bag).",造成的傷害+$p_dambonus%，但攻擊速度變慢$p_speedreduction% ($bag)。,Inflige +$p_dambonus % de dégâts mais attaque $p_speedreduction % moins vite ($bag).,"Наносит +$p_dambonus% урона, но атакует на $p_speedreduction% медленнее ($bag).","Causa +$p_dambonus% de dano, mas ataca $p_speedreduction% mais devagar ($bag).",Inflige un $p_dambonus % más de daño pero ataca un $p_speedreduction % más despacio ($bag).
<!MissingKey:105:Phoenix>,Phoenix,Phönix,凤凰,フェニックス,불사조,鳳凰,Phénix,Феникс,Fênix,Fénix
<!MissingKey:106:Stone Golem>,Stone Golem,Steingolem,巨石像,ストーンゴーレム,돌 골렘,巨石像,Golem de pierre,Каменный голем,Golem de Pedra,Gólem de piedra
