key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:65:Mined from the shimmering wings of the terrible Bismoth.>,Mined from the shimmering wings of the terrible Bismoth.,In gefährlicher Handarbeit von den Flügeln der noch lebenden Bismotte abgebaut.,从可怕的铋蛾闪闪发光的翅膀中开采而来。,見る角度によって色が変わるんだ。毒性もないから安心して。,끔찍한 비스모스의 반짝이는 날개에서 채굴되었습니다.,從可怕的鉍蛾閃閃發光的翅膀中開採而來。,Extrait des ailes scintillantes d'une terrible créature !,Добыто из сияющих крыльев ужасного Бисмота.,Minerado das asas brilhantes do terrível Bismoth.,Extraído de las alas brillantes del terrible Bismoth.
UI_SaveSnapshot,Stored to ‘{slot}’,Gespeichert in ‘{slot}’,储存到‘{slot}’,「スロット{slot}」に保存しました,‘{slot}’에 저장,儲存到‘{slot}’,Conservation dans « {slot} »,Сохранено в «{slot}»,Armazenado em ‘{slot}’,Guardado en «{slot}»
,,,,,,,,,,
"<!MissingKey:68:My favorite book is ""How to tame a Langolier"".>","My favorite book is ""How to tame a Langolier"".","Mein Lieblingsbuch ist ""Langoliers zähmen leicht gemacht"".",谁的宠物？到处咬人！,近くにある目玉を矢で射抜けばおとなしくなるよ。,"제가 가장 좋아하는 책은 ""랭고리얼 길들이는 법""입니다.",誰的寵物？到處咬人！,Mon livre préféré c'est « Dresseur de langolier ».,Моя любимая книга — «Как приручить лангольера».,"Meu livro favorito é ""Como domar um Langolier"".",Mi libro favorito es «Cómo domesticar un Langolier».
<!MissingKey:69:Just click your heels together 90 times to gain mana.>,Just click your heels together 90 times to gain mana.,"Einfach mit den Hacken schlagen, so 90 mal, und schon ist das Mana da.",只要把脚跟点地90次就能获得法力。,かかとを90回鳴らすとマナをくれるよ。,마나를 얻으려면 발뒤꿈치를 90번만 부딪히면 됩니다.,只要把腳跟點地90次就能獲得法力。,Il suffit de claquer des talons 90 fois pour gagner du mana.,Просто цокни каблуками 90 раз и мана твоя! Легкотня.,Bata os calcanhares 90 vezes para ganhar mana.,Haz clic con los talones 90 veces para ganar maná.
<!MissingKey:70:$t[On hit:] Use $p_manat $mana: >,"$t[On hit:] Use $p_manat $mana: 
Inflict $p_blind $blind for $p4s. $chance% chance to $stun[stun] your opponent for $p2s. Cleanse $p_cleanse debuffs. $t[Health drops below $p_healtht%:] \~Gain $block $bl, reduce damage taken by $p_dmgreduction% for $p8s, $affected items trigger $p_speed% faster and gain $chance2% chance to duplicate $mana (once).","$t[Bei Treffer:] Nutze $p_manat $mana: 
 Verursache $p_blind $blind für $p4s. \~$chance% Chance, für $p2s $stun[Benommenheit] zu verursachen. \~Entferne $p_cleanse Debuffs. $t[Leben fällt unter $p_healtht%:] \~Erhalte $block $bl, reduziere eingehenden Schaden für $p8s \~um $p_dmgreduction%, $affected Gegenstände aktivieren $p_speed% schneller und erhalten $chance2% Chance $mana zu duplizieren (einmalig).","$t[击中对手：]消耗$p_manat点$mana：
向对手施加$p_blind层$blind，持续$p4s。有$chance%的几率$stun[眩晕]对手，持续$p2s。净化$p_cleanse个减益效果。$t[生命值低于$p_healtht%时：]获得$block点$bl，使受到的伤害减少$p_dmgreduction%，持续$p8s，$affected的物品触发速度快$p_speed%，并且有$chance2%的几率复制获得的$mana（单次触发）。","$t[ヒット時：]$p_manat $mana を消費して、
$p4秒間$p_blind $blind を付与する。$chance%の確率で相手を$p2秒間$stun[スタン]させる。$p_cleanseデバフを解除する$t[体力が$p_healtht%未満に低下時：]$block $bl を獲得し、$p8秒間受けるダメージを$p_dmgreduction%減らし、$affectedにあるアイテムの使用速度が$p_speed%上がり、$mana を追加獲得する確率が$chance2%上がる（1回のみ）","$t[적중 시:] $mana를 $p_manat 사용: $p4초 동안 $blind을 $p_blind 부여하고 $chance%의 확률로 상대를 $p2초 동안 $stun[기절]시킵니다. 디버프를 $p_cleanse개 제거합니다. $t[체력이 $p_healtht% 아래로 떨어질 시:] $bl를 $block 획득하고, $p8초 동안 받는 피해가 $p_dmgreduction% 감소하고, $affected에 위치한 아이템이 $p_speed% 빠르게 발동하고 $chance2%의 확률로 획득하는 $mana를 복제합니다 (한 번).","$t[擊中對手：]消耗$p_manat點$mana：
向對手施加$p_blind層$blind，持續$p4s。有$chance%的機率$stun[暈眩]對手，持續$p2s。淨化$p_cleanse個減益效果。$t[生命值低於$p_healtht%時：]獲得$block點$bl，使受到的傷害減少$p_dmgreduction%，持續$p8s，$affected的物品觸發速度快$p_speed%，並且有$chance2%的幾率複製獲得的$mana（單次觸發）。","$t[Par coup :] utilisez $p_manat $mana : 
infligez $p_blind $blind pendant $p4 s. $chance % de chance d'$stun[étourdir] votre adversaire pendant $p2 s. Purgez $p_cleanse malus. $t[PV inférieurs à $p_healtht % :] gagnez $block $bl, réduisez les dégâts subis de $p_dmgreduction % pendant $p8 s, les objets $affected se déclenchent $p_speed % plus vite et gagnez $chance2 % de chance de dupliquer $mana (une fois).","$t[При попадании:] использует $p_manat $mana: 
накладывает на противника $p_blind $blind на $p4 сек. $chance% шанс $stun[оглушить] противника на $p2 сек. Снимает до $p_cleanse негативных эффектов. $t[Когда здоровье героя ниже $p_healtht%:] добавляет $block $bl, снижает получаемый урон на $p_dmgreduction% в течение $p8 сек., $affected предметы срабатывают на $p_speed% чаще и есть $chance2% удвоить $mana (один раз за бой).","$t[Ao acertar:] Usa $p_manat $mana: 
Inflige $p_blind $blind por $p4 s. $chance% de chance de $stun[atordoar] seu oponente por $p2 s. Purifica $p_cleanse debuffs. $t[Vida abaixo de $p_healtht%:] Ganha $block $bl, diminui o dano sofrido em $p_dmgreduction% por $p8 s, itens $affected ativam $p_speed% mais rápido e ganham $chance2% de chance de duplicar $mana (uma vez).","$t[Al golpear:] Usa $p_manat $mana: 
Inflige $p_blind $blind durante $p4 s. $chance % de probabilidad de $stun[aturdir] al oponente durante $p2 s. Purga $p_cleanse desventajas. $t[PS caen por debajo del $p_healtht %:] Obtiene $block $bl, reduce el daño recibido un $p_dmgreduction % durante $p8 s, los $affected objetos se activan un $p_speed % más rápido y obtiene un $chance2 % de probabilidad de duplicar $mana (una vez)."
<!MissingKey:71:All nice and toasty.>,All nice and toasty.,Kusprig = besser.,烤得刚刚好。,戦闘不能になってもトーストにならないなんて珍しいね。,아주 멋지게 바삭바삭합니다.,烤得剛剛好。,"Tout beau, tout chaud.",Тепленький и поджаристый.,Torradinho e crocantinho.,Todo agradable y tostado.
,,,,,,,,,,
"<!MissingKey:73:$t[On hit:] Gain $p_dam damage. Destroy $p_blockremoval $bl for each $affected free slot or item gaining $bl. If there is no $bl to destroy, gain it instead. >","$t[On hit:] Gain $p_dam damage. Destroy $p_blockremoval $bl for each $affected free slot or item gaining $bl. If there is no $bl to destroy, gain it instead. 

 $affected items give +$p_blockfactor% $bl.","$t[Bei Treffer:] Erhöhe den Schaden um $p_dam. Zerstöre $p_blockremoval $bl pro $affected freiem Feld oder Gegenstand, der $bl erzeugt. Wenn kein $bl mehr zerstört werden kann, erhalte es stattdessen. 

 $affected Gegenstände erzeugen +$p_blockfactor% $bl.","$t[击中对手：]获得$p_dam点伤害加成。每有一个$affected的空槽位或获得$bl的物品，摧毁$p_blockremoval点$bl。如果没有$bl可摧毁，则改为获得这些$bl。

$affected的物品提供的$bl+$p_blockfactor%。","$t[ヒット時：]ダメージ値が$p_dam増える。$affectedにある空きスロットまたは $bl を獲得するアイテム1個につき$p_blockremoval $bl を破壊する。相手に破壊する $bl がない場合、代わりに $bl を獲得する

$affectedにあるアイテムの $bl +$p_blockfactor%","$t[적중 시:] 가하는 피해가 $p_dam 증가합니다. $affected에 위치한 빈 슬롯이나 $bl를 제공하는 아이템 하나마다, $bl를 $p_blockremoval 파괴합니다. 파괴할 $bl가 없다면, 그 대신 획득합니다.

$affected에 위치한 아이템이 $bl를 $p_blockfactor% 추가로 제공합니다.","$t[擊中對手：]獲得$p_dam點傷害加成。每有一個$affected的空槽位或獲得$bl的物品，摧毀$p_blockremoval點$bl。如果沒有$bl可摧毀，則改為獲得這些$bl。

$affected的物品提供的$bl+$p_blockfactor%。","$t[Par coup :] gagnez $p_dam de dégâts. Détruisez $p_blockremoval $bl pour chaque emplacement libre $affected ou objet gagnant $bl. S'il n'y a pas de $bl à détruire, gagnez-en à la place. 

 Les objets $affected donnent +$p_blockfactor % $bl.","$t[При попадании:] получает +$p_dam ед. к урону. Разрушает $p_blockremoval $bl за каждый пустой $affected слот или предмет, получивший $bl. Если $bl не осталось, то вместо этого добавляет $bl. 

 $affected предметы получают +$p_blockfactor% $bl.","$t[Ao acertar:] Ganha $p_dam de dano. Destrói $p_blockremoval $bl por cada espaço livre ou item $affected ganhando $bl. Se não houver $bl a ser destruído, será recebido em vez disso. 

 Itens $affected dão + $p_blockfactor% $bl.","$t[Al golpear:] Obtiene $p_dam de daño. Destruye $p_blockremoval $bl por cada $affected espacio libre u objeto que obtenga $bl. Si no hay $bl para destruir, obtenlo en su lugar. 

 $affected objetos dan +$p_blockfactor % $bl."
<!MissingKey:74:Pray to the mighty Broccotree!>,Pray to the mighty Broccotree!,Bete zum mächtigen Brokkobaum!,向伟大的西兰花树祈祷吧！,偉大なるブロッコツリー様に祈りを捧げよ！,강력한 브로코트리에게 경배를!,向偉大的西蘭花樹祈禱吧！,Le puissant brocolarbre soit loué !,Молись великому Древокколи!,Reze para a poderosa Brocórvore!,¡Reza al todopoderoso Brocoárbol!
<!MissingKey:75:Arcane Vision>,Arcane Vision,Arkane Sicht,魔法视觉,魔眼,비전 시야,魔法視覺,Vision arcanique,Тайное зрение,Visão Arcana,Visión arcana
<!MissingKey:76:Chance-based effects of the $affected items are $p_chance% more likely to trigger. $t[After $cds:] Gain $p_buffs buffs of the type of which you have the most.>,Chance-based effects of the $affected items are $p_chance% more likely to trigger. $t[After $cds:] Gain $p_buffs buffs of the type of which you have the most.,"Zufallseffekte der $affected Gegenstände sind $p_chance% wahrscheinlicher. $t[Nach $cds:] Erhalte $p_buffs Buffs vom Typ, von dem du am meisten hast.",基于几率触发的$affected的物品获得$p_chance%触发几率加成。$t[$cds后：]获得$p_buffs层你现有最多的增益效果。,$affectedにあるアイテムの確率に基づく効果の発動確率が$p_chance%上がる $t[$cd秒後：]一番多いバフを$p_buffs獲得する,$affected에 위치한 확률 기반 효과를 지닌 아이템의 발동 확률이 $p_chance% 증가합니다. $t[$cd초 후:] 보유한 버프 중 가장 많은 버프를 $p_buffs 획득합니다.,基於幾率觸發的$affected的物品獲得$p_chance%觸發幾率加成。$t[$cds後：]獲得$p_buffs層你現有最多的增益效果。,Les effets de type chance des objets $affected ont $p_chance % de chances supplémentaires de se déclencher. $t[Après $cd s :] gagnez $p_buffs bonus du type dont vous disposez le plus.,"Вероятность срабатывания эффектов $affected предметов с шансом активации эффекта повышается на $p_chance%. $t[Через $cd сек.:] добавляет до $p_buffs усилений того типа, которых у героя больше всего.",Efeitos baseados em chance dos itens $affected têm $p_chance% mais chance de ativar. $t[Após $cd s:] Ganha $p_buffs buffs do tipo que você tem em maior quantidade.,Los efectos basados en probabilidad de los objetos $affected tienen un $p_chance % más probabilidad de activarse. $t[Después de $cd s:] obtienes $p_buffs ventajas del tipo que más tengas.
<!MissingKey:77:$t[On hit:] Reduce stamina cost by $p_stamina%. $chance% chance to steal a random buff.>,$t[On hit:] Reduce stamina cost by $p_stamina%. $chance% chance to steal a random buff.,"$t[Bei Treffer:]\~ Reduziere Ausdauerkosten um $p_stamina%.\~ $chance% Chance, einen Buff zu stehlen.",$t[击中对手：]耐力消耗减少$p_stamina%。有$chance%的几率偷取一层随机增益效果。,$t[ヒット時：]スタミナ消費値 -$p_stamina%。$chance%の確率で1バフを奪う,$t[적중 시:] 스태미나 비용이 $p_stamina%만큼 감소합니다. $chance%의 확률로 무작위 버프를 빼앗습니다.,$t[擊中對手：]耐力消耗減少$p_stamina%。有$chance%的幾率偷取一層隨機增益效果。,$t[Par coup :] réduit le coût d'endurance de $p_stamina %. $chance % de chances de voler un bonus aléatoire.,$t[При попадании:] затрата энергии снижается на $p_stamina%. $chance% шанс украсть у противника случайное усиление.,$t[Ao acertar:] Reduz o custo de vigor em $p_stamina%. $chance% de chance de roubar um buff aleatório.,$t[Al golpear:] reduces el costo de resistencia un $p_stamina %. $chance % de probabilidad de robar una ventaja al azar.
"<!MissingKey:78:Out of all vegetables, this one is a real bro.>","Out of all vegetables, this one is a real bro.",Von allen Gemüsesorten ist nur er ein richtiger Bro.,蔬菜中的Bro。,花言葉は「小さな幸せ」だよ。まさにその通りだね。,"이게 ""진짜"" 야채입니다.",蔬菜中的Bro。,"Je suis tout vert et le préféré des enfants, je suis… le brocoli, évidemment.",Из всех овощей этот — настоящий бро.,"De todos os vegetais, esse aqui é um verdadeiro irmão.","De todas las verduras, esta es un gran amigo."
<!MissingKey:79:Damage taken reduced by {amount} for {duration}s ({origin}).>,Damage taken reduced by {amount} for {duration}s ({origin}).,,受到的伤害减少{amount}，持续{duration}s（{origin}）。,{duration}秒間、受けるダメージが{amount}減った（{origin}）。,{duration}초 동안 {amount}만큼 받는 피해가 감소함 ({origin}).,受到的傷害減少{amount}，持續{duration}s（{origin}）。,Dégâts subis réduits de {amount} pendant {duration} s ({origin}).,Получаемый урон снижается на {amount} в течение {duration} сек. ({origin}).,Dano sofrido reduzido em {amount} por {duration} s ({origin}).,Daño recibido reducido en {amount} durante {duration} s ({origin}).
"<!MissingKey:80:Spoopy ghost stories, basically.>","Spoopy ghost stories, basically.","Gruselige Geistergeschichten, oder so.",里面都是鬼故事。,暴れたら背表紙をなでてあげてね。,"기본적으로는, 유령이 나오는 으스스한 이야기책입니다.",裡面都是鬼故事。,C'est surtout des histoires de fantômes qui font peur.,Просто страшилки про призраков. Криповые страшилки.,"Histórias de fantasmas assustadoras, basicamente.","Historias de fantasmas que asustan, básicamente."
"<!MissingKey:81:It hunts at day, because it glows in the dark.>","It hunts at day, because it glows in the dark.","Sie jagt am Tag, weil sie im Dunkeln leuchtet.",和其他猫不同，它是一只“白猫子”。,昼間に狩りをするんだ。夜だと光っちゃうからね。,"어둠 속에서 밝게 빛나기 때문에, 낮에 사냥을 합니다.",和其他貓不同，它是一隻“白貓子”。,"Il chasse le jour, car il brille dans l'obscurité.","Охотится только днем, потому что его свечение в темноте распугивает всю добычу.","Ele caça durante o dia, porque brilha no escuro.",Caza de día porque brilla en la oscuridad.
"<!MissingKey:82:$t[Charge received:] If you have less than $p_heatt $heat, gain $p_heat $heat.>","$t[Charge received:] If you have less than $p_heatt $heat, gain $p_heat $heat.","$t[Ladung erhalten:] Wenn du weniger als $p_heatt $heat hast, erhalte $p_heat $heat.",$t[获得电荷时：]如果你的$heat少于$p_heatt点$heat，则获得$p_heat层$heat。,$t[通電時：]$p_heatt $heat 未満の時、$p_heat $heat を獲得する,"$t[전하를 받을 시:] 보유한 $heat가 $p_heatt보다 적다면, $heat를 $p_heat 획득합니다.",$t[獲得電荷時：]如果你的$heat少於$p_heatt點$heat，則獲得$p_heat層$heat。,"$t[Charge reçue :] si vous avez moins de $p_heatt $heat, gagnez $p_heat $heat.","$t[При получении заряда:] если у героя менее $p_heatt $heat, добавляет $p_heat $heat.","$t[Carga recebida:] Se você tiver menos que $p_heatt $heat, ganha $p_heat $heat.","$t[Al recibir carga:] Si tienes menos de $p_heatt $heat, obtiene $p_heat $heat."
<!MissingKey:83:Twine>,Twine,Schnur,细绳,結び糸,노끈,細繩,Ficelle,Канат,Barbante,Hilo
"<!MissingKey:84:I'm not dense, gold is dense.>","I'm not dense, gold is dense.","Ich bin nicht dicht, Gold ist dicht.",我不是密度大，金子才是。,たぶん純金だよ。,금보다 굳건한 건 없습니다.,我不是密度大，金子才是。,"Je ne suis pas dense, c'est l'or qui est dense.","Я не торможу, это золото тяжелое.","Não é cachorro, mas esse ouro tem quilate.","No soy densa, el oro es denso."
<!MissingKey:85:$t[After $cds:] Advance the cooldown of the $affected item by $p1% and gain $p_spikes $spikes.>,$t[After $cds:] Advance the cooldown of the $affected item by $p1% and gain $p_spikes $spikes.,$t[Nach $cds:] Setze die Abklingzeit des \~$affected Gegenstandes $p1% nach vorn und erhalte $p_spikes $spikes.,$t[$cds后：]推进$affected的物品$p1%的冷却进度，并获得$p_spikes点$spikes。,$t[$cd秒後：]$affectedにあるアイテムのクールダウンを$p1%進め、$p_spikes $spikes を獲得する,$t[$cd초 후:] $affected에 위치한 아이템의 재사용 대기 시간을 $p1% 앞당기고 $spikes를 $p_spikes 획득합니다.,$t[$cds後：]推進$affected的物品$p1%的冷卻進度，並獲得$p_spikes點$spikes。,$t[Après $cd s :] réduisez le temps de recharge de l'objet $affected de $p1 % et gagnez $p_spikes $spikes.,$t[Через $cd сек.:] сокращает время перезарядки $affected предметов на $p1% и добавляет $p_spikes $spikes.,$t[Após $cd s:] Acelera a recarga do item $affected em $p1% e ganha $p_spikes $spikes.,$t[Tras $cd s:] Avanza la recarga del $affected objeto un $p1 % y obtiene $p_spikes $spikes.
<!MissingKey:86:Bismuth Cube>,Bismuth Cube,Bismut-Würfel,铋立方体,ビスマスキューブ,비스무트 입방체,鉍立方體,Cube de bismuth,Висмутовый куб,Cubo de Bismuto,Cubo de bismuto
<!MissingKey:87:Critical Poison>,Critical Poison,Kritische Vergiftung,暴击毒药,致死毒,치명적인 맹독,暴擊毒藥,Poison critique,Критический яд,Veneno Crítico,Veneno crítico
<!MissingKey:88:Wand of Equilibrium>,Wand of Equilibrium,Stab des Gleichgewichts,平衡魔棒,均衡のワンド,균형의 완드,平衡魔棒,Baguette d'équilibre,Жезл равновесия,Varinha do Equilíbrio,Varita de equilibrio
<!MissingKey:89:You deal less $effect-damage.>,You deal less $effect-damage.,Du verursachst weniger $effect-Schaden.,你的$effect伤害减小。,与える $effect ダメージが減少する,가하는 $effect 피해가 감소합니다.,你的$effect傷害減小。,Tous les dégâts infligés $effect sont réduits.,Ваш $effect-урон снижается.,Seu dano $effect causado é reduzido.,Tu daño $effect infligido se reduce.
<!MissingKey:90:Only the greatest strategic minds can resist the urge to run into it.>,Only the greatest strategic minds can resist the urge to run into it.,"Nur die größten Strategen können den Drang unterdrücken, dagegenzurennen.",等着敌人撞上来就行了。,優れた戦術眼を持つ者だけがぶつかりたい衝動に抗えるんだ。,위대한 전략가만이 벽에 박고 싶다는 충동을 버텨낼 수 있습니다.,等著敵人撞上來就行了。,Seuls les esprits les plus brillants sont capables de résister à l'envie de s'y précipiter.,Только величайшие умы способны устоять перед желанием с разбегу влететь в нее.,Somente as maiores mentes estratégicas conseguem resistir à vontade de correr para dentro disso.,Solo las más grandes mentes estratégicas resisten la urgencia de correr hacia él.
<!MissingKey:91:You gain less maximum health.>,You gain less maximum health.,Du erhältst weniger Maximalleben.,你获得的最大生命值更少。,体力最大値の獲得量が減少する,더 적은 최대 체력을 획득합니다.,你獲得的最大生命值更少。,Vous gagnez moins de PV max.,Вы получаете меньше максимального здоровья.,Você ganha menos vida máxima.,Obtuviste menos PS máx.
<!MissingKey:92:Damage Reduction: {val}>,Damage Reduction: {val},Schadensreduktion: {val},伤害减弱：{val},ダメージ軽減：{val},피해 감소: {val},傷害減弱：{val},Réduction de dégâts : {val},Снижение урона: {val},Redução de Dano: {val},Reducción de daño: {val}
<!MissingKey:93:$t[Every $cds:] When… >,"$t[Every $cds:] When… 

 $c[$heat on top:]  Gain $p_heat $heat. 
 $c[$lucky on top:] Gain $p_luck $lucky. 
 $c[$regen on top:] Gain $p_regen $regen. 
 $c[$mana on top:]  Gain $p_mana $mana.","$t[Alle $cds:] Wenn… 

 $c[$heat oben:] Erhalte $p_heat $heat. 
 $c[$lucky oben:] Erhalte $p_luck $lucky. 
 $c[$regen oben:] Erhalte $p_regen $regen. 
 $c[$mana oben:] Erhalte $p_mana $mana.","$t[每$cds：]当……

$c[$heat在上方时：]获得$p_heat层$heat。
$c[$lucky在上方时：]获得$p_luck点$lucky。
$c[$regen在上方时：]获得$p_regen层$regen。
$c[$mana在上方时：]获得$p_mana点$mana。","$t[$cd秒毎：]上にあるのが…

$c[$heat の時：]$p_heat $heat を獲得する
$c[$lucky の時：]$p_luck $lucky を獲得する
$c[$regen の時：]$p_regen $regen を獲得する
$c[$mana の時：]$p_mana $mana を獲得する","$t[$cd초마다:]

$c[$heat가 위에 있을 시:] $heat를 $p_heat 획득합니다. $c[$lucky이 위에 있을 시:] $lucky을 $p_luck 획득합니다. $c[$regen이 위에 있을 시:] $regen을 $p_regen 획득합니다. $c[$mana가 위에 있을 시:] $mana를 $p_mana 획득합니다.","$t[每$cds：]當……

$c[$heat在上方時：]獲得$p_heat層$heat。
$c[$lucky在上方時：]獲得$p_luck點$lucky。
$c[$regen在上方時：]獲得$p_regen層$regen。
$c[$mana在上方時：]獲得$p_mana點$mana。","$t[Toutes les $cd s :] Lorsque… 

 $c[$heat est en haut :] gagnez $p_heat $heat. 
 $c[$lucky est en haut :] gagnez $p_luck $lucky. 
 $c[$regen est en haut :] gagnez $p_regen $regen. 
 $c[$mana est en haut :] gagnez $p_mana $mana.","$t[Раз в $cd сек.:] когда… 

 $c[$heat наверху:] добавляет $p_heat $heat. 
 $c[$lucky наверху:] добавляет $p_luck $lucky. 
 $c[$regen наверху:] добавляет $p_regen $regen. 
 $c[$mana наверху:] добавляет $p_mana $mana.","$t[A cada $cd s:] Quando... 

 $c[$heat em cima:] Ganha $p_heat $heat. 
 $c[$lucky em cima:] Ganha $p_luck $lucky. 
 $c[$regen em cima:] Ganha $p_regen $regen. 
 $c[$mana em cima:] Ganha $p_mana $mana.","$t[Cada $cd s:] Cuando… 

 $c[Encima de $heat:] Obtiene $p_heat $heat. 
 $c[Encima de $lucky:] Obtiene $p_luck $lucky. 
 $c[Encima de $regen:] Obtiene $p_regen $regen. 
 $c[Encima de $mana:] Obtiene $p_mana $mana."
<!MissingKey:94:Puzzling.>,Puzzling.,Rätselhaft.,迷上加谜。,パズれ。,난해하네요.,迷上加謎。,Énigmatique.,"Загадочно, правда?",Intrigante.,Enigmático.
<!MissingKey:95:$t[$affected2 $musical-item activates:] Advance the cooldown of a random non-$musical-item by $p_advance%. >,"$t[$affected2 $musical-item activates:] Advance the cooldown of a random non-$musical-item by $p_advance%. 

 Your healing is increased by $p_healamp%. 

 +$chance% chance to duplicate gained buffs. $t[Every $cds:] Heal for $p_heal $m[or] gain $p_buffs random buffs $m[or] inflict $p_cold $cold. 

 Triggers $p_speed% faster for each $affected item.","$t[$affected2 $musical-Gegenstand aktiviert:] Beschleunige die Abklingzeit eines zufälligen Nicht-$musical-Gegenstandes um $p_advance%. 

 Deine Heilung ist um $p_healamp% erhöht. 

 +$chance% Chance Buffs zu duplizieren. $t[Alle $cds:] Heile $p_heal $m[oder] erhalte $p_buffs zufällige Buffs $m[oder] verursache $p_cold $cold. 

 Aktiviert $p_speed% schneller pro $affected Gegenstand.","$t[$affected2的$musical物品激活时：]随机快进一个非$musical物品冷却时间$p_advance%。

你的生命恢复效果加强$p_healamp%。

 +$chance%的几率复制获得的增益效果。$t[每$cds：]恢复生命值$p_heal点，$m[或]获得$p_buffs层随机增益效果，$m[或]向对手施加$p_cold层$cold。

每有一个$affected的物品，触发速度快$p_speed%。","$t[$affected2にある $musical アイテム発動時：]ランダムな $musical 以外のアイテムのクールダウンを$p_advance%進める 

自分の回復量 +$p_healamp% 

バフを追加獲得する確率 +$chance% $t[$cd秒毎：]体力を$p_heal回復する$m[または]$p_buffsバフを獲得する$m[または]$p_cold $cold を付与する 

$affectedにあるアイテム1個につき使用速度が$p_speed%上がる","$t[$affected2에 위치한 $musical 아이템 발동 시:] $musical가 아닌 무작위 아이템의 재사용 대기 시간이 $p_advance% 앞당겨집니다.

회복량이 $p_healamp% 증가합니다.

획득하는 버프가 복제될 확률이 $chance% 증가합니다. $t[$cd초마다:] 체력을 $p_heal 회복하거나, $m[혹은] 무작위 버프를 $p_buffs개 획득하거나, $m[혹은] $cold를 $p_cold 부여합니다.

$affected에 위치한 아이템마다 $p_speed% 빠르게 발동합니다.","$t[$affected2的$musical物品啟動時：]隨機快進一個非$musical物品冷卻時間$p_advance%。

你的生命恢復效果加強$p_healamp%。

 +$chance%的幾率複製獲得的增益效果。$t[每$cds：]恢復生命值$p_heal點，$m[或]獲得$p_buffs層隨機增益效果，$m[或]向對手施加$p_cold層$cold。

每有一個$affected的物品，觸發速度快$p_speed%。","$t[En activant un objet $musical $affected2 :] Réduit le temps de recharge d'un objet aléatoire non $musical de $p_advance %. 

 Votre guérison augmente de $p_healamp %. 

 +$chance % de chance de dupliquer les bonus gagnés. $t[Toutes les $cd s :] guérissez de $p_heal $m[ou] gagnez $p_buffs bonus aléatoires $m[ou] infligez $p_cold $cold. 

 Se déclenche $p_speed % plus vite pour chaque objet $affected.","$t[При срабатывании $affected2 $musical-предмета:] ускоряет перезарядку случайного не-$musical-предмета на $p_advance%. 

 Повышает восстановление здоровья героя на $p_healamp%. 

 +$chance% шанс удвоить получаемые усиления. $t[Раз в $cdсек.:] восстанавливает $p_heal здоровья, $m[или] добавляет до $p_buffs случайных усилений, $m[или] накладывает $p_cold $cold. 

 Срабатывает на $p_speed% чаще за каждый $affected предмет.","$t[Ativação de itens $musical $affected2:] Avança o tempo de recarga de um item aleatório que não seja item $musical em $p_advance%. 

 Sua cura é aumentada em $p_healamp%. 

 +$chance% de chance de duplicar os buffs ganhos. $t[A cada $cd s:] Cura por $p_heal $m[ou] ganha $p_buffs buffs aleatórios $m[ou] inflige $p_cold $cold. 

 Ativa $p_speed% mais rápido por cada item $affected.","$t[Al activar $affected2 objetos $musical:] adelanta la recarga de un objeto no $musical al azar un $p_advance %. 

 Tu curación aumenta un $p_healamp %. 

 +$chance % de probabilidad de duplicar ventajas recibidas. $t[Cada $cd] s:] te curas $p_heal $m[u] obtienes $p_buffs ventajas al azar $m[o] aplicas $p_cold $cold. 

 Se activa un $p_speed % más rápido por cada $affected objeto."
<!MissingKey:96:Musical>,Musical,Musikalisch,乐器,音楽,음악,樂器,Musique,Музыка,Musical,Musical
